#漢字	音標	解釋
駛	ʃɐi35	驶 驾驶
之	tʃi53	之 之前
芝	tʃi53	芝 灵芝
止	tʃi35	止 停止
趾	tʃi35	趾 脚趾
址	tʃi35	址 地址
志	tʃi33	志 志气
誌	tʃi33	志 标志
痣	tʃi31	痣 与胎记不同
嗤	tʃʰi35	嗤 嗤笑
齒	tʃʰi35	齿 牙齿
詩	ʃi55	诗 诗人
始	tʃʰi35	始 开始
試	ʃi33	试 考试
時	ʃi11	时 时间
市	ʃi13	市 市场
恃	tʃʰi31	恃 有恃无恐，自恃
侍	ʃi31	侍 服侍
而	ji11	而 而且
耳	ji13	耳 耳朵
餌	lei31	饵 钓饵
基	ki53	基 基本
箕	ki53	箕 粪箕
己	ki35	己 自己
紀	ki35	纪 纪律
紀	ki33	纪 纪念
記	ki33	记 记号
欺	hi53	欺 欺负
起	hi35	起 起床
杞	ki35	杞 枸杞
其	kʰi11	其 其他
棋	kʰi11	棋 下棋
期	kʰi11	期 日期
旗	kʰi11	旗 红旗
忌	ki31	忌 禁忌
疑	ji11	疑 怀疑
嬉	hi53	嬉 嬉戏
煕	hi53	熙 康熙
喜	hi35	喜 喜欢
醫	ji53	医 医生
意	ji33	意 大意
已	ji13	已 已经
以	ji13	以 可以
異	ji31	异 异同
幾	ki53	几 几乎
機	ki53	机 机器
譏	kei53	讥 讥笑
饑	ki53	饥 饥荒
幾	ki35	几 几个
既	kei33	既 既然
豈	hei35	岂 岂有此理
氣	hi33	气 空气
汽	hi33	汽 汽车
祈	kʰi11	祈 祈祷
毅	ŋɐi31	毅 毅力
希	hi53	希 希望
稀	hi53	稀 稀有
衣	ji53	衣 衣服
依	ji53	依 依靠
累	l∅y31	累 累积
累	l∅y31	累 连累
嘴	tʃ∅y35	嘴 嘴巴
髓	ʃ∅y13	髓 骨髓
隨	tʃʰ∅y11	隨 随便
吹	tʃʰ∅y53	吹 吹牛
炊	tʃʰ∅y53	炊 炊烟
垂	ʃ∅y11	垂 下垂
睡	ʃ∅y31	睡 午睡
瑞	ʃ∅y31	瑞 瑞雪
蕊	j∅y31	蕊 花蕊
規	kwʰɐi53	规 规矩
詭	kwɐi35	诡 诡计
虧	kwʰɐi53	亏 吃亏
窺	kwʰɐi53	窥 偷窥
跪	kwɐi31	跪 下跪
危	ŋɐi11	危 危险
僞	ŋɐi31	伪 虚伪
毀	wɐi35	毁 毁灭
萎	wɐi35	萎 枯萎
委	wɐi35	委 委托
爲	wɐi11	为 为什么
爲	wɐi11	为 行为
壘	l∅y13	垒 堡垒
類	l∅y31	类 分类
淚	l∅y31	泪 眼泪
醉	tʃ∅y33	醉 喝醉
翠	tʃʰ∅y33	翠 翡翠
雖	ʃ∅y53	虽 虽然
粹	ʃ∅y33	粹 纯粹
遂	ʃ∅y31	遂 未遂
隧	ʃ∅y31	隧 隧道
穗	ʃ∅y13	穗 谷穗
追	tʃ∅y53	追 追赶
槌	tʃʰ∅y11	槌 棒槌
錘	tʃʰ∅y13	锤 铁锤
墜	tʃ∅y31	坠 下坠
衰	ʃ∅y53	衰 衰老
摔	ʃœt055	摔 摔跤
帥	ʃ∅y33	帅 元帅
錐	tʃ∅y53	锥 圆锥
水	ʃ∅y35	水 水果
誰	ʃ∅y11	谁 谁人
龜	kwɐi55	龟 乌龟
軌	kwɐi35	轨 铁轨
癸	kwʰɐi11	癸 天干第十
愧	kwʰɐi13	愧 惭愧
季	kwɐi33	季 四季
逵	kwʰɐi11	逵 李逵
葵	kwʰɐi11	葵 向日葵
櫃	kwɐi31	柜 柜台
位	wɐi31	位 地位
維	wɐi11	维 维持
惟	wɐi11	惟 惟一
遺	wɐi11	遗 遗失
唯	wɐi11	唯 唯有
非	fei53	非 非常
飛	fei53	飞 飞机
匪	fei35	匪 土匪
痱	fei35	痱 痱子，热痱
沸	fɐi33	沸 沸腾
妃	fei55	妃 贵妃
費	fɐi33	费 浪费
肥	fei11	肥 肥料
翡	fei35	翡 翡翠
微	mei11	微 细微
尾	mei13	尾 尾巴
未	mei31	未 未来
味	mei31	味 味道
歸	kwɐi53	归 回归
鬼	kwɐi35	鬼 鬼神
貴	kwɐi33	贵 贵客
魏	ŋɐi31	魏 魏国；姓
揮	fɐi53	挥 指挥
輝	fɐi53	辉 光辉
徽	fɐi53	徽 国徽
諱	wɐi13	讳 忌讳
威	wɐi53	威 威风
畏	wɐi33	畏 畏罪
慰	wɐi33	慰 安慰
違	wɐi11	违 违背
圍	wɐi11	围 包围
偉	wɐi13	伟 伟大
葦	wɐi13	苇 芦苇
緯	wɐi13	纬 经纬
胃	wɐi31	胃 肠胃
謂	wɐi31	谓 所谓
蝟	wɐi33	猬 刺猬
匯	wui31	汇 汇报
褒	pou53	褒 褒奖
保	pou35	保 保护
堡	pou35	堡 碉堡
寶	pou35	宝 宝贝
報	pou33	报 报告；日报
袍	pʰou11	袍 长袍
抱	pʰou13	抱 拥抱
暴	pou31	暴 暴露
菢	pou31	菢 菢小鸡
毛	mou11	毛 毛笔
彌	lei11	弥 弥补
靡	pʰei53	靡 风靡
離	lei11	离 离别
籬	lei11	篱 篱笆
璃	lei11	璃 玻璃
荔	lɐi31	荔 荔枝
離	lei11	离 离开
紫	tʃi35	紫 紫色
雌	tʃʰi53	雌 雌雄
此	tʃʰi35	此 此地
刺	tʃʰi33	刺 鱼刺
疵	tʃʰi53	疵 瑕疵
斯	ʃi53	斯 斯大林
廝	ʃi53	厮 厮打
撕	ʃi53	撕 撕破
璽	ʃai35	玺 玉玺
賜	tʃʰi33	赐 赏赐
知	tʃi53	知 知道
蜘	tʃi53	蜘 蜘蛛
智	tʃi33	智 智慧
池	tʃʰi11	池 池塘
馳	tʃʰi11	驰 奔驰
篩	ʃɐi55	筛 筛子
支	tʃi53	支 支持
枝	tʃi55	枝 荔枝
肢	tʃi53	肢 四肢
紙	tʃi35	纸 白纸
只	tʃi35	只 只有
侈	tʃʰi35	侈 奢侈
舐	ʃai13	舐 舔
施	ʃi53	施 施肥
翅	tʃʰi33	翅 鱼翅
匙	ʃi11	匙 钥匙；匙羹
是	ʃi31	是 是不是
氏	ʃi31	氏 姓氏
豉	ʃi31	豉 豆豉
兒	ji11	儿 儿童
爾	ji13	尔 尔虞我诈
寄	ki33	寄 寄信
企	kʰi13	企 企业
奇	kʰi11	奇 奇怪
騎	kʰia11	骑 骑马
岐	kʰi11	岐 岐山
徛	kʰi13	徛 站立
技	ki31	技 技术
妓	kei31	妓 妓女
宜	ji11	宜 便宜
儀	ji11	仪 礼仪
蟻	ŋɐi13	蚁 蚂蚁
誼	ji11	谊 友谊
義	ji31	义 情义
議	ji13	议 会议
犧	hei53	牺 牺牲
戲	hi33	戏 大戏
倚	ji35	倚 倚靠
冒	mou31	冒 冒充
帽	mou35	帽 草帽
刀	tou53	刀 菜刀
叨	tou53	叨 唠叨
禱	tʰou35	祷 祈祷
島	tou35	岛 海岛
搗	tou35	捣 捣乱
倒	tou35	倒 打倒
到	tou33	到 来到
倒	tou35	倒 倒水
滔	tʰou53	滔 滔滔不绝
討	tʰou35	讨 讨好
套	tʰou33	套 配套
桃	tʰou11	桃 桃花
逃	tʰou11	逃 逃难
淘	tʰou11	淘 淘米
陶	tʰou11	陶 陶瓷
萄	tʰou11	萄 葡萄
湖	wu11	湖 太湖
狐	wu11	狐 狐狸
壺	wu11	壶 水壶
乎	fu53	乎 在乎
鬍	wu11	胡 胡须
葫	wu11	葫 葫芦
糊	wu11	糊 糊涂
蝴	wu11	蝴 蝴蝶
戶	wu31	户 户口
滬	wu31	沪 上海简称
互	wu31	互 互相
護	wu31	护 保护
烏	wu53	乌 乌鸦
污	wu53	污 污染
塢	wu53	坞 船坞
惡	ɔk033	恶 可恶
女	l∅y13	女 女儿
廬	lou11	庐 庐山
驢	l∅y11	驴 毛驴
呂	l∅y13	吕 姓
旅	l∅y13	旅 旅游
慮	l∅y31	虑 考虑
濾	l∅y31	滤 过滤
絮	ʃ∅y13	絮 棉絮
徐	tʃʰ∅y11	徐 姓
序	tʃ∅y31	序 秩序
叙	tʃ∅y31	叙 叙述
緖	ʃ∅y13	绪 情绪；光绪
嶼	jy13	屿 小岛（鼓浪屿）
豬	tʃy53	猪 猪肉
鑄	tʃy33	铸 铸铁
樞	kʰy53	枢 枢纽
輸	ʃy53	输 输赢
戍	ʃy33	戍 戍边
輸	ʃy53	输 运输
殊	ʃy11	殊 特殊
豎	ʃy31	竖 横竖
樹	ʃy31	树 树木
儒	jy11	儒 儒家
乳	jy13	乳 乳房
拘	kʰ∅y53	拘 拘留
駒	kʰy53	驹 小马
倶	kʰ∅y53	俱 俱乐部
矩	ky35	矩 规矩
句	ky33	句 句子
區	kʰy53	区 地区
驅	kʰy53	驱 驱动；先驱
瞿	kʰy11	瞿 姓
具	ky31	具 具体；家具
懼	ky31	惧 恐惧
愚	jy11	愚 愚蠢
虞	jy11	虞 上虞；姓
娛	jy11	娱 娱乐
遇	jy31	遇 遇见
寓	jy31	寓 寓言
吁	jy53	吁 长吁短叹
迂	jy53	迂 迂回
于	jy53	于 姓
雨	jy13	雨 下雨
宇	jy13	宇 宇宙
禹	jy13	禹 大禹
濤	tʰou11	涛 波涛
道	tou31	道 道理
稻	tou31	稻 水稻
盜	tou31	盗 强盗
導	tou31	导 领导
腦	lou13	脑 大脑
惱	lou31	恼 恼火
勞	lou11	劳 劳动
撈	lau11	捞 打捞
撈	lou53	捞 捞钱，捞面
牢	lou11	牢 坐牢
嘮	lou11	唠 唠叨
老	lou13	老 老实
澇	lou11	涝 洪涝
遭	tʃou53	遭 遭殃
糟	tʃou53	糟 糟糕
早	tʃou35	早 早上
棗	tʃou35	枣 红枣
澡	tʃʰou33	澡 洗澡
躁	tʃʰou33	躁 暴躁
竈	tʃou33	灶 灶神
操	tʃʰou53	操 操作
草	tʃʰou35	草 青草
糙	tʃʰou33	糙 粗糙，糙米
曹	tʃʰou11	曹 阴曹
槽	tʃʰou11	槽 猪槽
皂	tʃou31	皂 肥皂；皂角
造	tʃou31	造 制造
騷	ʃou53	骚 风骚
臊	ʃou53	臊 羊臊气
掃	ʃou33	扫 扫把（名）
嫂	ʃou35	嫂 大嫂
掃	ʃou33	扫 扫地（动）
髙	kou53	高 跳高
膏	kou55	膏 牙膏；膏药
寢	tʃɐm35	寝 寝室
集	tʃɐp022	集 集体
輯	tʃʰɐp055	辑 编辑
心	ʃɐm53	心 心思
尋	tʃʰɐm11	寻 寻找
習	tʃɐp022	习 学习
襲	tʃap022	袭 袭击
砧	tʃɐm53	砧 砧板
沉	tʃʰɐm11	沉 沉浮
蟄	tʃek022	蛰 惊蛰
簪	tʃam55	簪 发簪
岑	ʃɐm11	岑 姓
森	ʃɐm53	森 森林
參	ʃɐm53	参 人参
滲	ʃɐm33	渗 渗水
澀	kip033	涩 羞涩
針	tʃɐm55	针 针对
斟	tʃɐm53	斟 斟酒
枕	tʃɐm35	枕 枕头（名）
枕	tʃɐm35	枕 枕枕头（动）
執	tʃɐp055	执 执行
汁	tʃɐp055	汁 果汁
深	ʃɐm53	深 深入
沈	ʃɐm35	沈 沈阳
嬸	ʃɐm35	婶 叔之妻
審	ʃɐm35	审 审问
濕	ʃɐp055	湿 湿润
甚	ʃɐm31	甚 甚至
十	ʃɐp022	十 第十
什	tʃap022	什 什物
拾	ʃɐp022	拾 拾金不昧
壬	jɐm11	壬 天干第九
任	jɐm31	任 姓
任	jɐm31	任 责任
紝	jɐm55	纴 缝纴
入	jɐp022	入 进入
今	kɐm53	今 今天
金	kɐm53	金 金银
禁	kɐm33	禁 禁不住
襟	kʰɐm53	襟 连襟
錦	kɐm35	锦 锦绣
禁	kɐm33	禁 禁止
急	kɐp055	急 急忙
級	kʰɐp055	级 年级
給	kʰɐp055	给 供给，给予
欽	jɐm53	钦 钦差
撳	kɐm31	揿 手用力捏住，往下按
泣	lɐp055	泣 哭泣
琴	kʰɐm11	琴 弹琴
禽	kʰɐm11	禽 家禽
擒	kʰɐm11	擒 擒拿
妗	kʰɐm13	妗 舅母
及	kɐp022	及 及时
吟	jɐm11	吟 吟诗
吸	kʰɐp055	吸 呼吸
音	jɐm55	音 音乐
陰	jɐm53	阴 阴天
飮	jɐm35	饮 米汤（名）
飮	jɐm35	饮 饮酒（动）
蔭	jɐm53	荫 屋子很荫
揖	jɐp055	揖 作揖
淫	jɐm11	淫 淫荡
單	tan53	单 单独
丹	tan53	丹 人丹
疸	tam35	疸 黄疸
旦	tan33	旦 元旦
灘	tʰan53	滩 沙滩
攤	tʰan53	摊 摊开
癱	tʰan53	瘫 瘫痪
坦	tʰan35	坦 坦白
嘆	tʰan33	叹 叹气
炭	tʰan33	炭 木炭
獺	tʃʰat033	獭 水獭
彈	tʰan11	弹 弹琴
檀	tʰan11	檀 檀香
壇	tʰan11	坛 天坛
誕	tan33	诞 诞生
彈	tan13	弹 子弹
但	tan31	但 但是
蛋	tan35	蛋 鸡蛋
達	tat022	达 达到
難	lan11	难 很难
難	lan31	难 患难
捺	lat033	捺 撇捺
蘭	lan11	兰 兰花
攔	lan11	拦 拦住
欄	lan11	栏 栏杆
欄	lan55	栏 猪栏
懶	lan13	懒 懒惰
爛	lan31	烂 腐烂
辣	lat022	辣 泼辣；辣椒
瘌	lat033	瘌 瘌痢
贊	tʃan33	赞 赞助
灒	tʃan33	灒 溅水，灒水（打铁器）
餐	tʃʰan55	餐 快餐
燦	tʃʰan33	灿 灿烂
擦	tʃʰat033	擦 擦洗
殘	tʃʰan11	残 残疾
珊	ʃan53	珊 珊瑚
散	ʃan33	散 分散
傘	ʃan33	伞 雨伞
散	ʃan35	散 松散
撒	ʃat033	撒 撒手，撒种
薩	ʃat033	萨 菩萨
干	kɔn33	干 天干地支
乾	kɔn53	干 干湿
竿	kɔn55	竿 竹竿
篙	kou35	篙 竹篙
羔	kou55	羔 羊羔
糕	kou55	糕 蛋糕
稿	kou35	稿 草稿
吿	kou33	告 报告
考	hau35	考 考试
烤	hau53	烤 烧烤
靠	kʰau33	靠 可靠
犒	hou33	犒 犒劳
銬	kʰau33	铐 手铐
熬	ŋau11	熬 难熬
傲	ŋou31	傲 骄傲
蒿	ŋou55	蒿 蓬蒿
好	hou35	好 好坏
好	hou33	好 爱好
耗	hou33	耗 消耗
毫	hou11	毫 毫厘
壕	hou11	壕 战壕
豪	hou11	豪 豪华
號	hou31	号 号叫，呼号（动）
浩	hou31	浩 浩荡
號	hou31	号 号码（名）
襖	ou33	襖 棉襖
懊	ou33	懊 懊恼
奧	ou33	奥 奥妙
懊	ou33	懊 懊悔
澳	ŋou33	澳 澳门
包	pau53	包 钱包
胞	pau55	胞 同胞
飽	pau35	饱 吃饱
豹	pʰau33	豹 一种动物
爆	pau33	爆 爆炸
泡	pʰau33	泡 泡茶
拋	pʰau33	抛 抛弃
炮	pʰau33	炮 枪炮
泡	pʰau33	泡 水泡，泡沫
跑	pʰau35	跑 跑步
刨	pʰau31	刨 刨地，刨木
鮑	pau53	鲍 鲍鱼
鉋	pʰau11	刨 刨子，瓜刨
茅	mau11	茅 茅草
貓	mau55	猫 花猫
錨	mau11	锚 抛锚
卯	mau13	卯 子丑寅卯
貌	mau31	貌 礼貌
鬧	lau31	闹 热闹
罩	tʃau33	罩 灯罩
抓	tʃa53	抓 抓牌
爪	tʃau35	爪 脚爪
找	tʃau35	找 找东西
笊	tʃau33	笊 笊籬（捞馄饨用）
抄	tʃʰau53	抄 抄书
鈔	tʃʰau53	钞 钞票
炒	tʃʰau35	炒 炒股
吵	tʃʰou11	吵 吵架
巢	tʃʰau11	巢 雀巢
梢	ʃau55	梢 树梢
稍	ʃau35	稍 稍等
潲	ʃau33	潲 猪食
哨	ʃau33	哨 口哨
交	kau53	交 交通
郊	kau53	郊 郊区
膠	kau53	胶 胶水
敎	kau33	教 教书
茭	kau53	茭 茭笋，茭白
絞	kau35	绞 绞毛巾
狡	kau35	狡 狡猾
鉸	kau33	铰 铰剪
攪	kau35	搅 搅拌
搞	kau35	搞 搞好
敎	kau33	教 教育
校	hau31	校 上校
較	kau33	较 比较
酵	hau53	酵 发酵
窖	kau33	窖 地窖
覺	kau33	觉 睡觉
敲	hau53	敲 敲门
巧	hau35	巧 碰巧
咬	ŋau35	咬 咬人
哮	hau53	哮 哮喘
孝	hau33	孝 孝顺
肴	ŋau11	肴 佳肴
淆	ŋau11	淆 混淆
效	hau31	效 效果
校	kau33	校 校对
校	hau31	校 学校
坳	ŋau33	坳 山坳
膘	piu53	膘 肥膘
標	piu53	标 标志
表	piu35	表 表示
錶	piu55	表 手表
飄	pʰiu53	飘 飘扬
漂	pʰiu33	漂 漂白
票	pʰiu33	票 车票
漂	pʰiu33	漂 漂亮
嫖	pʰiu11	嫖 嫖妓
苗	miu11	苗 火苗
描	miu11	描 描写
貓	mau55	猫 猫咪
藐	miu13	藐 藐视
渺	miu13	渺 渺小
秒	miu13	秒 一分一秒
廟	miu31	庙 庙会
妙	miu31	妙 妙计
燎	leu11	燎 火烧火燎
燎	leu11	燎 燎原
療	leu11	疗 治疗
焦	tʃiu53	焦 焦作
蕉	tʃiu55	蕉 香蕉
椒	tʃiu53	椒 辣椒
剿	tʃiu35	剿 围剿
醮	tʃiu55	醮 打醮
鍬	tʃʰiu53	锹 铁锹
悄	tʃʰiu33	悄 静悄悄
俏	tʃʰiu33	俏 娇俏
樵	tʃʰiu11	樵 打樵，樵夫
瞧	tʃʰiu11	瞧 瞧一瞧
消	ʃiu53	消 消化
宵	ʃiu53	宵 良宵
霄	ʃiu53	霄 云霄
硝	ʃiu53	硝 硝酸
銷	ʃiu53	销 供销社
小	ʃiu35	小 大小
笑	ʃiu33	笑 笑话
鞘	tʃʰiu33	鞘 刀鞘
肖	tʃʰiu33	肖 生肖
朝	tʃiu53	朝 今朝
超	tʃʰiu53	超 超过
朝	tʃʰiu11	朝 朝代
潮	tʃʰiu11	潮 潮水
趙	tʃiu31	赵 赵国；姓
兆	ʃiu31	兆 人名用字；预兆
召	tʃiu31	召 号召
昭	tʃʰiu53	昭 王昭君
招	tʃiu53	招 招手
沼	tʃiu35	沼 沼气
照	tʃiu33	照 照明
詔	tʃiu31	诏 诏书
燒	ʃiu53	烧 发烧
少	ʃiu35	少 多少
少	ʃiu33	少 少年，少爷
韶	ʃiu11	韶 韶关
紹	ʃiu31	绍 介绍
邵	tʃiu31	邵 姓
饒	jiu11	饶 求饶
擾	jiu35	扰 打扰
繞	jiu11	绕 绕线团
繞	jiu13	绕 围绕
驕	kiu53	骄 骄傲
嬌	kiu53	娇 撒娇
矯	kiu35	矫 矫正
喬	kʰiu11	乔 姓
僑	kʰiu11	侨 华侨
橋	kʰiu11	桥 桥梁
蕎	kʰiu11	荞 荞麦
轎	kʰiu13	轿 抬轿
囂	hiu53	嚣 嚣张
妖	jiu35	妖 妖怪
邀	jiu53	邀 邀请
腰	jiu53	腰 腰疼
要	jiu53	要 要求
要	jiu33	要 重要
搖	jiu11	摇 摇篮
謠	jiu11	谣 民谣
窑	jiu11	窑 官窑
姚	jiu11	姚 姓
舀	jiu35	舀 舀水
耀	jiu31	耀 照耀
鷂	jiu13	鹞 纸鹞
刁	teu53	刁 嘴刁
貂	teu53	貂 貂皮
雕	teu53	雕 雕塑；座山雕
鳥	leu13	鸟 小鸟
釣	teu33	钓 钓鱼
吊	teu33	吊 上吊
挑	tʰeu53	挑 挑选
跳	tʰeu33	跳 跳高，跳起来
條	tʰeu11	条 条件
調	tʰeu11	调 调和油
掉	teu31	掉 走掉
調	teu31	调 调动
調	teu31	调 音调，高调
尿	leu31	尿 撒尿
聊	leu11	聊 聊天
遼	leu11	辽 辽宁
撩	liu35	撩 撩起来
寥	liu11	寥 寥寥无几
寮	liu11	寮 竹寮，茶寮
了	leu13	了 了结
瞭	liu11	瞭 瞭望
料	liu35	料 肥料
蕭	ʃiu53	萧 姓
簫	ʃiu55	箫 吹箫
繳	kiu35	缴 上缴
僥	hiu35	侥 侥幸
叫	kiu33	叫 大叫
竅	hiu55	窍 窍门
堯	jiu11	尧 尧舜禹
曉	hiu35	晓 晓得
杳	miu13	杳 杳无音讯
剖	fɐu35	剖 解剖
某	mɐu13	某 某人
畝	mɐu13	亩 一亩田
牡	mau13	牡 牡丹
母	mou13	母 母亲
拇	mou13	拇 拇指
戊	mou31	戊 戊戌变法
茂	mɐu31	茂 茂盛
貿	mou31	贸 外贸
兜	tɐu53	兜 兜风
斗	tɐu35	斗 十升为斗
抖	tɐu35	抖 发抖
陡	tɐu35	陡 陡峭
鬥	tɐu33	斗 斗争
偸	tʰɐu53	偷 偷东西
㪗	tʰɐu35	敨 敨开，敨气
透	tʰɐu33	透 透明
頭	tʰɐu11	头 头发
投	tʰɐu11	投 投降
豆	tɐu31	豆 豆芽
逗	tɐu31	逗 逗号
痘	tɐu13	痘 水痘
樓	tɐu11	楼 上楼
漏	lɐu31	漏 漏雨
陋	lɐu31	陋 简陋
走	tʃɐu35	走 行走
奏	tʃɐu33	奏 节奏
湊	tʃʰɐu33	凑 凑数
叟	ʃou35	叟 童叟无欺
嗽	ʃɐu33	嗽 咳嗽
勾	ŋɐu53	勾 勾当
鉤	ŋɐu55	钩 鱼钩
溝	kʰɐu53	沟 沟通
狗	kɐu35	狗 小狗
苟	kɐu35	苟 苟且偷生
垢	kɐu33	垢 污垢
够	kɐu33	够 足够
構	kʰɐu33	构 结构
購	kʰɐu33	购 购买
勾	ŋɐu53	勾 勾引
摳	kʰɐu53	抠 抠出来，抠水
口	hɐu35	口 门口
叩	kʰɐu33	叩 叩头
扣	kʰɐu33	扣 扣钱
寇	kʰɐu33	寇 倭寇
藕	ŋɐu13	藕 莲藕
偶	ŋɐu13	偶 偶然
偶	ŋɐu13	偶 配偶
侯	hɐu11	侯 诸侯
喉	hɐu11	喉 喉咙
猴	hɐu11	猴 猴子
後	hɐu31	后 后来
厚	hɐu13	厚 忠厚
后	hɐu31	后 皇后
候	hɐu31	候 等候
歐	ŋɐu53	欧 欧洲
嘔	ŋɐu35	呕 呕吐
毆	ŋɐu53	殴 殴打
漚	ŋɐu33	沤 久浸水中（沤肥）
慪	ŋau33	怄 怄气
否	fɐu35	否 否定
富	fu33	富 富贵
副	fu33	副 正副（副省长）
浮	fɐu11	浮 浮动；轻浮
婦	fu13	妇 妇女
負	fu31	负 负担
復	fʊk022	复 复兴
謀	mɐu11	谋 阴谋
矛	mau11	矛 矛盾
紐	lɐu35	纽 纽扣
扭	lɐu35	扭 扭动
流	lɐu11	流 流动
劉	lɐu11	刘 姓
留	lɐu11	留 留下
榴	lɐu13	榴 石榴
硫	lɐu11	硫 硫磺
琉	lɐu11	琉 琉璃
柳	lɐu13	柳 柳树
溜	lɐu11	溜 溜走
餾	lɐu31	馏 蒸馏水
廖	liu31	廖 姓
揪	tʃʰɐu53	揪 揪头发
酒	tʃɐu35	酒 酒精
秋	tʃʰɐu53	秋 秋千
秋	tʃʰɐu53	秋 秋天
鰍	tʃʰɐu55	鳅 泥鳅
就	tʃɐu31	就 成就
修	ʃɐu53	修 修理
羞	ʃɐu53	羞 害羞
秀	ʃɐu33	秀 清秀
繡	ʃɐu33	绣 绣花
宿	ʃʊk055	宿 宿舍
銹	ʃɐu33	锈 生锈
囚	tʃʰɐu11	囚 囚犯
袖	tʃɐu31	袖 领袖
肘	tʃɐu31	肘 手肘，肘子
晝	tʃɐu33	昼 日昼
抽	tʃʰɐu53	抽 抽出
丑	tʃʰɐu35	丑 子丑寅卯
綢	tʃʰɐu11	绸 丝绸
稠	tʃʰɐu11	稠 稠密
籌	tʃʰɐu11	筹 筹备
紂	tʃɐu31	纣 商纣王
宙	tʃɐu31	宙 宇宙
鄒	tʃɐu53	邹 姓
皺	tʃɐu33	皱 皱纹
愁	ʃɐu11	愁 发愁
驟	tʃɐu31	骤 步骤；暴风骤雨
搜	ʃɐu35	搜 搜查，搜身
蒐	ʃɐu35	搜 搜集
瘦	ʃɐu33	瘦 瘦小
周	tʃɐu53	周 姓；周围
舟	tʃɐu53	舟 舟山
州	tʃɐu53	州 杭州
洲	tʃɐu53	洲 亚洲
咒	tʃɐu33	咒 咒人
醜	tʃʰɐu35	丑 丑陋
臭	tʃʰɐu33	臭 香臭
收	ʃɐu53	收 秋收，收集
手	ʃɐu35	手 手段
首	ʃɐu35	首 首都
守	ʃɐu35	守 保守
獸	ʃɐu33	兽 野兽
仇	ʃɐu11	仇 报仇
酬	tʃʰɐu11	酬 报酬
受	ʃɐu31	受 接受
壽	ʃɐu31	寿 寿星
授	ʃɐu31	授 教授
售	ʃɐu31	售 出售
柔	jɐu11	柔 温柔
揉	jɐu11	揉 揉眼睛，揉面团
鳩	kɐu53	鸠 斑鸠
糾	tɐu35	纠 纠缠
九	kɐu35	九 第九
久	kɐu35	久 长久
韭	kɐu35	韭 韭菜
灸	kɐu33	灸 针灸
救	kɐu33	救 救命
究	kɐu33	究 研究
丘	jɐu53	丘 姓；山丘
求	kʰɐu11	求 要求
球	kʰɐu11	球 地球
仇	ʃɐu11	仇 姓
臼	kau33	臼 脱臼
舅	kʰɐu13	舅 舅舅，舅父
咎	kɐu33	咎 咎由自取
舊	kɐu31	旧 新旧
柩	kɐu33	柩 灵柩
牛	ŋɐu11	牛 吹牛
休	jɐu53	休 休息
朽	lɐu35	朽 腐朽
嗅	tʃʰɐu33	嗅 嗅觉
憂	jɐu53	忧 担忧
優	jɐu53	优 优秀
尤	jɐu11	尤 尤其
郵	jɐu11	邮 邮票
有	jɐu13	有 有无
友	jɐu13	友 朋友
又	jɐu31	又 又一次
右	jɐu31	右 左右
佑	jɐu31	佑 保佑
由	jɐu11	由 理由
油	jɐu11	油 花生油
游	jɐu11	游 旅游
猶	jɐu11	犹 犹豫
悠	jɐu53	悠 悠闲
酉	jɐu11	酉 地支第十
誘	jɐu13	诱 引诱
柚	jɐu35	柚 柚子
釉	jɐu35	釉 釉彩
彪	piu53	彪 林彪
謬	mɐu31	谬 谬论
丟	teu53	丢 丢失
糾	tɐu35	纠 纠正
幽	jɐu53	幽 幽默
幼	jɐu33	幼 幼稚
耽	tam53	耽 耽误
答	tap033	答 回答
搭	tap033	搭 搭车，衣服搭在肩上
貪	tʰam53	贪 贪心
探	tʰam33	探 探路
踏	tap022	踏 脚踏
拓	tʰɔk033	拓 拓本；开拓
潭	tʰam11	潭 湘潭
譚	tʰam11	谭 姓
沓	tʰap022	沓 一沓纸
南	lam11	南 南方
男	lam11	男 男人
納	lap022	纳 出纳
拉	lai53	拉 拖拉
簪	tʃam55	簪 发簪
參	tʃʰam53	参 参加
慘	tʃʰam35	惨 悲惨
蠶	tʃʰam11	蚕 蚕丝
雜	tʃap022	杂 复杂
感	kɐm35	感 感谢
合	hɐp022	合 合作
蛤	kɐp055	蛤 蛤蜊，花蛤
鴿	kɐp055	鸽 鸽子
堪	hɐm53	堪 难堪
坎	hɐm35	坎 坎坷；坎头
砍	hɐm35	砍 砍柴
勘	hɐm33	勘 勘探
喝	hɔt033	喝 喝彩
含	hɐm11	含 包含
函	ham11	函 信函
撼	hɐm31	撼 震撼
憾	hɐm31	憾 遗憾
盒	hɐp022	盒 盒子
庵	ŋɐm55	庵 尼姑庵
揞	ŋɐm35	揞 揞住
暗	ŋɐm33	暗 黑暗
擔	tam53	担 担任（动）
膽	tam35	胆 胆小
擔	tam55	担 挑担（名）
坍	tan53	坍 坍塌
毯	tʰan11	毯 毛毯
塔	tʰap033	塔 一座塔
榻	tʰat033	榻 床榻
遢	tʰat033	遢 邋遢
塌	tʰat033	塌 倒塌
談	tʰam11	谈 谈话
痰	tʰam11	痰 吐痰
淡	tʰam13	淡 咸淡；浓淡
藍	lam11	蓝 蓝色
籃	lam11	篮 篮子
覽	lam13	览 阅览
攬	lam13	揽 包揽
欖	lam13	榄 橄榄
