#漢字	音標	解釋
難	nan41	难：困～
難	nan31	难：逃～，患～
捺	nai45	捺：撇～
蘭	lan41	兰：～花
懶	lan11	懒：懒惰，～尸
爛	lan31	烂：灿～，腐～
辣	lat045	辣：～椒
瘌	lat031	瘌：结～（结痂），～痢（头屑）
贊	ʦan45	赞：称～，～助
餐	ʦʰan11	餐：～车，快～
燦	ʦʰan31	灿：～烂
擦	ʦʰat031	擦：～车
殘	ʦʰan41	残：～废
珊	san11	珊：～瑚
散	san31	散：药～
散	san45	散：分～，解～
撒	sa31	撒：～手，～种
薩	sak031	萨：菩～
干	kɔn11	干：天～地支；～扰
亁	kɔn11	干：烘～，饼～
肝	kɔn11	肝：猪～
稈	kɔn31	秆：禾～（稻秆）
趕	kɔn31	赶：追～
幹	kɔn45	干：～部，才～
割	kɔt031	割：～禾（割稻）
看	kʰɔn45	看：～守所
刊	kʰan31	刊：报～
看	kʰɔn45	看：看见
渴	hɔt031	渴：口渴；～望
岸	ŋan31	岸：口～，两～
鼾	pʰun45	鼾：～睡
罕	hɔn31	罕：稀～，～见
漢	hɔn45	汉：～人
喝	hɔt031	喝：吆～，～彩
寒	hɔn41	寒：大～，～流
韓	hɔn41	韩：～国；姓
旱	hɔn11	旱：干旱
汗	hɔn31	汗：出～，～马功劳
銲	hɔn31	焊：电～，～接
翰	hɔn45	翰：～林院；人名用字
安	ɔn11	安：公～，～全
案	ɔn45	案：～件，档～
扮	pʰan45	扮：打～
八	pat031	八：数字
盼	pʰan45	盼：～望
瓣	pʰan31	瓣：花～
辦	pʰan31	办：～事
拔	pʰat045	拔：～河，选～
綻	tʰiɛn31	绽：破～[文]
綻	ʦʰan45	绽：长出，～笋，～芽[白]
盞	ʦan31	盏：灯～（灯）
紮	ʦat031	扎：～紧，驻～
鏟	ʦʰan31	铲：～草
察	ʦʰat031	察：观～
山	san11	山
產	ʦʰan31	产：生～
殺	sat031	杀：～人，自～
艱	kɛn11	艰：～苦
間	kan11	间：房～，中～
簡	kan31	简：～单
揀	kan31	拣：挑选
間	kan45	间：～断，离～[文]
間	kan45	间：隔开[白]
眼	ŋan31	眼：双～皮
閑	han41	闲：～事，空～
限	han31	限：期～，～制
莧	han31	苋：～菜
軋	ʦak031	轧：～钢厂
班	pan11	班：上～
頒	pan11	颁：～布，～奖
扳	pan31	扳：～手，～开
板	pan31	板：黑～，石～
攀	pan11	攀：～登，高～
襻	pʰan45	襻：扣住扣子的套，纽～
蠻	man41	蛮：不听话；野～
慢	man31	慢：～车
棧	ʦan31	栈：客～；碗橱，碗～
鍘	ʦʰiɛt031	铡：～刀
刪	san11	删：～除
疝	san11	疝：～气（小肠气）
奸	kan11	奸：～诈，～臣
鐧	kan11	锏：杀手～
顏	ŋan41	颜：姓；～色
雁	ŋan31	雁：大～
瞎	hat031	瞎：～目
轄	hat045	辖：管～，直～市
鞭	piɛn11	鞭：皮～，～策
編	pʰiɛn11	编：主～，～辑[文]
編	pʰiɛn11	编：毛～，～毛编[白]
變	piɛn45	变：～化，改～
別	pʰiɛt045	别：区～
鼈	piɛt031	鳖：甲鱼
篇	pʰiɛn11	篇：一～文章
偏	pʰiɛn11	偏：～～，～僻
騙	pʰiɛn45	骗：欺～
便	pʰiɛn41	便：～宜
辨	pʰiɛn31	辨：分～，～别
便	pʰiɛn31	便：方～
別	pʰiɛt045	别：离～，分～
棉	miɛn41	棉：～花
免	miɛn11	免：难～，～除
勉	miɛn31	勉：～强，～励
緬	miɛn31	缅：～怀；～甸（地名）
面	miɛn45	面：～子
滅	mɛt045	灭：消～，～亡
碾	ʦan31	碾：～米
連	liɛn41	连：～长；大～（地名）
聯	liaŋ41	联：～系；对～
列	liɛt045	列：排～；～宁（人名）
列	liak045	列：两～（菜地）[白，量]
烈	liɛt045	烈：～士，热～
裂	liɛt045	裂：～开，分～
煎	ʦiɛn11	煎：～药，～鱼
剪	ʦiɛn31	剪：～刀
箭	ʦiɛn45	箭：射～
遷	ʦʰiaŋ11	迁：升～，～怒
淺	ʦʰiɛn31	浅：深～
錢	ʦʰiɛn41	钱：～财
踐	ʦiɛn31	践：实～
賤	ʦʰiɛn31	贱：下～，～人
仙	siɛn11	仙：神～
鮮	siɛn11	鲜：新～
鮮	siɛn31	鲜：朝～（国名）
癬	siɛn31	癣：发～（生癣）
扁	piɛn31	扁：圆扁
遍	pʰiɛn11	遍：三～，～地，普～
片	pʰiɛn31	片：一～，～面
撇	pʰiɛt031	撇：～捺，～开
眠	min41	眠：～床（床），安～
麵	miɛn31	面：～粉
蔑	mat031	蔑：～视
顚	tiɛn11	颠：～倒，～簸
典	tiɛn31	典：～型，词～
天	tʰiɛn11	天：～才
腆	tiɛn31	腆：腼～
鐵	tʰiɛt031	铁：～皮
田	tʰiɛn41	田：种～
塡	tʰiɛn41	填：～空
電	tʰiɛn31	电：触～，～灯
殿	tʰiɛn31	殿：宫～
奠	tiɛn45	奠：～基
墊	tiɛn45	垫：～钱，座～
年	ɲiɛn41	年：过～
撚	ɲiɛn31	捻：以指捻碎
捏	ɲiak031	捏：以指尖捏取小面积
憐	lin41	怜：可～[文]
憐	lin41	怜：可～[白]
蓮	liɛn41	莲：～花，睡～
練	liɛn31	练：～习，熟～
鍊	liɛn31	炼：～丹，锻～
链	liɛn31	链：项～，～条
楝	liɛn31	楝：苦～树
箋	ʦiɛn31	笺：便～，信～
薦	ʦiɛn45	荐：推～
節	ʦiɛt031	节：～约，竹～
千	ʦʰiɛn11	千：～万
切	ʦʰiɛt031	切：～菜
前	ʦʰiɛn41	前：从～，～后
截	ʦʰiɛt031	截：～断
先	siɛn11	先：祖～，～进，～生
屑	siau11	屑：不～一顾[文，动]
楔	siak031	楔：～入去（塞进去）[训]
肩	kiɛn11	肩：～头
堅	kiɛn11	坚：～强
繭	kan31	茧：蚕～
見	kiɛn45	见：～人，～识
結	kiɛt031	结：～婚，～疕[文，动]
結	kɛt031	结：打～[白]
潔	kiɛt031	洁：～白，清～
牽	kʰiɛn11	牵：～牛花
硏	ɲiɛn11	研：～究
硯	kiɛn45	砚：～台
顯	san31	显：明～
賢	san45	贤：～惠，圣～
弦	san45	弦：琴～
現	san31	现：～在，出～
煙	iɛn11	烟：冒～
燕	iɛn45	燕：姓；～京，～山（地名）
燕	iɛn45	燕：燕子，～窝
嚥	iɛn11	咽：～喉
宴	iɛn45	宴：～会
般	pan11	般：～配，一～
半	pan45	半：一～，～日
鉢	pat031	钵：花～（花盆），衣～
撥	pɛt031	拨：～款
潘	pʰan11	潘：姓
拚	pʰin45	拼：～命
判	pʰan45	判：～断，审～
潑	pʰat031	泼：～水；泼辣
盤	pʰan41	盘：算～
伴	pʰan31	伴：～随，伙～[文]
伴	ʦʰin31	伴：做～，冇～[白]
拌	pʰan31	拌：凉～，搅～
叛	pan31	叛：～徒，背～
瞞	man11	瞒：隐～
饅	man41	馒：～头
滿	man11	满：～意
漫	man31	漫：～画，～长
末	mat045	末：～尾
沫	mat045	沫：泡～
抹	mat031	抹：～桌，～布
端	tɔn11	端：～正
短	tɔn31	短：长～
斷	tɔn45	断：判～，～案
鍛	tʰɔn31	锻：～炼
掇	tɔt031	掇：端东西，～菜
脫	tʰɔt031	脱：～鞋，摆～
團	tʰɔn41	团：～结，～长
斷	tʰɔn11	断：～绝[文]
斷	tʰɔn11	断：线断了[白]
段	tʰɔn31	段：姓；阶～
緞	tʰɔn31	缎：绸～
奪	tʰɔt045	夺：～取
暖	nɔn31	暖：冷～
鸞	lan41	鸾：～凤
卵	lɔn31	卵：鸡～（鸡蛋），～生
亂	lɔn31	乱：混～
捋	lɔt045	捋：捋袖子
捋	lɔt031	捋：～骨头（啃骨头）
鑽	ʦɔn45	钻：～孔，～山洞[动]
纂	ʦɔn45	纂：编～
鑽	ʦɔn45	钻：电～[名]，～石
撮	ʧut031	撮：一～毛
撮	ʦʰɔt031	撮：～人（骗人），～把戏（变魔术）
酸	sɔn11	酸：～甜
算	sɔn45	算：计～
蒜	sɔn45	蒜：大蒜，蒜头
官	kan11	官：～司，当～
棺	kan11	棺：～材
觀	kan11	观：参～，～音
冠	kan45	冠：衣～，鸡～花
管	kan31	管：～理，气～
館	kan31	馆：图书～
貫	kan45	贯：一～，～彻
灌	kan45	灌：～溉
罐	kan45	罐：～头
觀	kan11	观：道～
冠	kan45	冠：～军
括	kat031	括：包～
寬	kʰan11	宽：～松
款	kʰan31	款：汇～，拨～
闊	kʰat031	阔：开～
玩	ŋan31	玩：～具，游～
歡	fan11	欢：喜～，～喜
喚	fan31	唤：呼～
煥	fan31	焕：～然一新
豁	fɔu45	豁：～免，～然开朗
桓	fan41	桓：齐～公
完	van41	完：～全[文]
完	van41	完：用～，食～[白]
丸	van41	丸：肉～，药～
緩	fan45	缓：～慢，迟～
皖	van41	皖：安徽简称，～南事变
換	fan31	换：交～[文]
換	vɔn31	换：～水[白]
換	fan31	换：金不换[白]
活	fat045	活：生～
豌	vɔn31	豌：～豆
碗	vɔn31	碗：饭～
腕	vɔn31	腕：手～
頑	ŋan41	顽：～固，～皮
幻	fan45	幻：科～，～想
猾	vat045	猾：狡～
挖	vat031	挖：～掘[文]
挖	iɛt031	挖：穵[白]（用手）
篡	ʦʰɔn45	篡：～位，～改
閂	sɔn11	闩：～门，门～
拴	sɔn11	拴：拴住（捆绑）
刷	sɔt031	刷：～牙，牙～
關	kan11	关：～门，海～
慣	kan45	惯：习～
刮	kat031	刮：～毛，搜～
還	fan41	还：～原[文]
還	van41	还：～钱[白]
還	hai41	还：～有[白]
環	fan41	环：～境
患	faŋ31	患：～病，忧～
宦	fan45	宦：～官
彎	van11	弯：转～
灣	van11	湾：台～，海～
戀	liɛn31	恋：～爱
劣	lɔt031	劣：～质，恶～
全	ʦʰiɔn41	全：～部，安～
泉	ʦʰan41	泉：～水，喷～
絕	ʦʰiɛt045	绝：～对
宣	siɛn11	宣：～布，～传
選	siɛn31	选：～择，挑～
雪	siɛt031	雪：落～（下雪），～白
旋	siɛn41	旋：～转
轉	ʦɔn31	转：～学，～移，翻～
轉	ʦɔn31	转：～圈
篆	ʦʰɔn31	篆：～体，～书，～刻
傳	ʦʰɔn41	传：～达，流～
傳	ʦʰɔn31	传：～记，自～
專	ʦɔn11	专：～门，大～
磚	ʦɔn11	砖：～头
拙	ʦɔt031	拙：勤能补～
川	ʦʰɔn11	川：四～
穿	ʦʰɔn11	穿：～堂风，揭～
喘	ʦʰɔn31	喘：哮～
串	ʦʰɔn45	串：一～，～通
船	sɔn41	船：轮～
說	sɔt031	说：小～
軟	ɲiɔn11	软：～弱
捲	kiɛn31	卷：～起来[动]
眷	kiɛn31	眷：～属
卷	kiɛn31	卷：试～[名]
絹	kiɛn11	绢
圈	kʰiɛn11	圈：圆～，～套
拳	kʰiɛn41	拳：～头
權	kʰiɛn41	权：～利
倦	kʰiɛn31	倦：疲～
圓	iɛn41	圆：团～
員	iɛn41	员：人～，～工
院	iɛn45	院：医～，～长
緣	iɛn41	缘：～分
沿	iɛn41	沿：边～，～江路
鉛	iɛn41	铅：～笔，～球
捐	kiɛn11	捐：～钱
悅	iɛt045	悦：愉～
閱	iɛt045	阅：～读
藩	fan11	藩：曾国～
反	fan31	反：～对，造～
販	fan45	贩：～毒，小～，～卖
髮	fat031	发：头～
發	fat031	发：～展，～财[文]
發	pɔt031	发：生痔疮[白]
翻	fan11	翻：～书[文]
番	fan11	番：三～两次，～薯
番	fan11	番：一～被（一床被子）
番	pʰan11	番：～禺（地名）
煩	fan41	烦：麻～
繁	fan41	繁：～华
飯	fan31	饭：～店[文]
飯	fan31	饭：食～（吃饭）[白]
伐	fat045	伐：讨～，～木工人
罰	fat045	罚：～款，惩～
晚	van31	晚：～会
挽	van31	挽：～留，手～手
萬	van31	万：～一
襪	mat031	袜：鞋～
蕨	kʰiɛt031	蕨：植物
勸	kʰiɛn45	劝：规～
券	kiɛn31	券：国库～，证～
掘	kiut031	掘：挖～
元	ɲiɛn41	元：～旦[文]
元	tiau45	元：一～钱[白]
原	ɲiɛn41	原：～来，平～
源	ɲiɛn41	源：～头，来～
阮	ɲiɔn11	阮：姓，～玲玉
願	ɲiɛn31	愿：～望
月	ɲiɛt045	月：三～
喧	siɛn11	喧：～哗，～闹
冤	iɛn11	冤：～枉
怨	iɛn45	怨：～人，埋～
袁	iɛn41	袁：姓，～世凯
轅	iɛn41	辕：轩～
園	iɛn41	园：菜～，花～
援	iɛn41	援：～助，支～
遠	iɛn31	远：永～
越	iɛt045	越：～来～好
粵	iɛt045	粤：～东
決	kiɛt031	决：～定
訣	kiɛt031	诀：口～
犬	kʰiɛn45	犬：狂～病
缺	kʰiɛt031	缺：～点
血	sat031	血：流～
玄	siɛn41	玄：～妙
懸	siɛn41	悬：～挂，～崖
縣	iɛn31	县：～长
眩	siɛn41	眩：晕眩，～昏
穴	sat045	穴：～位
淵	iɛn11	渊：深～，～源
吞	tʰun11	吞：～口水
跟	kɛn11	跟：～从
根	kɛn11	根：～本，树～
懇	kʰɛn31	恳：～求，诚～
墾	kʰɛn31	垦：开～
齦	ŋɛn41	龈：牙～肉（牙龈）
痕	hɛn41	痕：～迹
很	hɛn31	很：～大
恨	hɛn31	恨：仇～
恩	ɛn11	恩：～人
彬	pin11	彬：文质～～；人名用字
賓	pin11	宾：贵～
殯	pin11	殡：～仪馆，出～
鬢	pin11	鬓：～角
筆	pit031	笔：毛～，～记
畢	pit031	毕：～业
必	pit031	必：～须
匹	pʰit031	匹：～配
貧	pʰin41	贫：扶～
頻	pʰin41	频：～繁
弼	pit031	弼：～马温；任～时
閩	min31	闽：福建简称，～南
民	min41	民：人～，～族
敏	min31	敏：灵～
密	mɛt045	密：秘～，～封
抿	min41	抿：小口喝
蜜	mɛt045	蜜：～蜂
鄰	lin41	邻：～居
鱗	lin11	鳞：鱼～
吝	lin31	吝：吝啬
栗	lit045	栗：～子
津	ʦin11	津：天～（地名）
儘	ʦʰin31	尽：～管，～早
進	ʦin45	进：～步，前～
晉	ʦin31	晋：山西简称；魏～南北朝
親	ʦʰin11	亲：～生，父～
親	ʦʰin11	亲：～家
七	ʦʰit031	七：数字
漆	ʦʰit031	漆：油～
秦	ʦʰin41	秦：姓；～国
盡	ʦʰin31	尽：～量，～力，～头
疾	ʦʰit045	疾：残～
辛	sin11	辛：～苦
新	sin11	新：～旧
新	sin11	新：～妇（儿媳妇）
薪	sin11	薪：～水
信	sin45	信：相～
訊	sin45	讯：通～
悉	sit031	悉：熟～
膝	ʦʰit031	膝：～头（膝盖）
珍	ʦin11	珍：～珠
鎭	ʦin31	镇：～长，～压
趁	ʦin11	趁：～机
陳	ʦʰin41	陈：姓；～列，～皮
塵	ʦʰin41	尘：灰～，～灰
陣	ʦʰin31	阵：～雨
姪	ʦʰit045	侄：～子
秩	ʦʰit031	秩：～序
臻	ʦin31	臻：聂荣～
襯	ʦʰɛn45	衬：～衫
蝨	sɛt031	虱：虱子，～嫲
眞	ʦin11	真：认～，～假
診	ʦin11	诊：急～
疹	ʦin11	疹：麻～
振	ʦin31	振：～动
震	ʦin31	震：地～
質	ʦit031	质：～量，品～
神	sin41	神：～仙，精～
實	sit045	实：老～，～在
身	sin11	身：～体，上～
申	sin11	申：～请；地支，申酉戌亥
伸	sin11	伸：～展，延～[文]
伸	ʧʰun11	伸：～手[白]
失	sit031	失：～去，丧～
室	sit031	室：教～，～内
辰	sin41	辰：时～
晨	sin41	晨：朝～
臣	ʦʰin41	臣：大～
腎	sin31	肾：～病
腎	kʰin11	肾：鸡～（鸡肫）[白]
愼	sin31	慎：谨～，～重
人	ɲin41	人：老～，～民
仁	in41	仁：～义
忍	ɲin11	忍：～耐，～受
刃	ɲiun31	刃：刀～
認	ɲin31	认：承～，～真
靭	iun31	韧：不易断，坚～[文]
靭	ŋɛn31	韧：不易断[白]
日	ɲit031	日：十～，～期
巾	kin11	巾：围～
緊	kin31	紧：～张
吉	kit031	吉：～利
僅	kin31	仅：～～，不～
銀	ŋɛn41	银：金～，～行
釁	sin45	衅：挑～
因	in11	因：原～
姻	iɛn11	姻：婚～
印	in45	印：手～
乙	iɛt031	乙：天干，甲乙丙丁
一	it031	一：数字
寅	in41	寅：地支，子丑寅卯
引	in31	引：吸～
逸	it031	逸：劳～结合
斤	kin11	斤：～两
筋	kin11	筋：牛～丸
謹	kin31	谨：～慎，严～
勁	kin45	劲：有～，～敌
乞	kʰiɛt031	乞：～食，～求
勤	kʰin41	勤：～劳
芹	kʰiun41	芹：～菜
近	kʰin31	近：最～，～来[文]
近	kʰɛn31	近：远近[白]
欣	sin11	欣：～赏
殷	in11	殷：姓；～勤
隱	in31	隐：～形，～身
奔	pɛn11	奔：～跑，东～西走
本	pun31	本：～来，书～
不	put031	不：～过
噴	pʰun45	喷：～水；～嚏
盆	pʰun41	盆：面～（脸盆），～地
笨	pun45	笨：～蛋[文]
笨	pʰun11	笨：厚[白]
勃	pʰut045	勃，蓬～，生机～～
門	mun41	门：关～
悶	mun31	闷：烦～，～热
沒	mut045	没：沉～，～有，出～
敦	tun11	敦：～厚；伦～（地名）
墩	tun31	墩：桥～
頓	tun31	顿：停～，～脚
褪	tʰui45	褪：～色
屯	tʰun41	屯：～田（填平田地）
豚	tʰun41	豚：海～
囤	tun31	囤：～积
盾	tʰun31	盾：矛～
鈍	tʰun31	钝：迟～，～角
遁	tʰun31	遁：逃～
凸	tʰut045	凸：～起
突	tʰut045	突：～然；～出
嫩	nun31	嫩：不老
論	lun31	论：～语
崙	lun41	仑：昆～
論	lun31	论：议～，～文
尊	ʧun11	尊：～重
卒	ʧut031	卒：兵～，小～
村	ʧʰun11	村：～长
寸	ʧʰun45	寸：尺～
猝	ʧut031	猝：仓～，～死
存	ʧʰun41	存：～在，～折，储～
蹲	tun11	蹲：～马（扎马步）[文]
蹲	tun11	蹲：蹲下[白]
孫	ʃun11	孙：姓；子～
損	ʃun31	损：～坏
遜	ʃun45	逊：～色，谦～
昆	kʰun11	昆：～明，～虫
滾	kun31	滚：～动；水开
棍	kun45	棍：长～
骨	kut031	骨：～头
坤	kʰun11	坤：乾～
綑	kʰun31	捆：～绑
困	kʰun45	困：～难
窟	kʰu11	窟：～窿[文]
窟	fu41	窟：小坑[白]
昏	fun11	昏：黄～
婚	fun11	婚：结～
忽	fut031	忽：～然
魂	fun41	魂：灵～
渾	fun41	浑：～浊[文]
渾	vun41	浑：水浑[白]
混	fun31	混：～淆，相～
核	hat045	核：～心，～对[文]
核	hat045	核：龙眼～[白]
核	hak045	核：～卵（睾丸）[白]
溫	vun11	温：～度，～和
穩	vun31	稳：～定，求～
倫	lun41	伦：～理，天～之乐
輪	lun41	轮：车～，～流
律	lut045	律：法～，～师
率	lut045	率：效～
遵	ʧun11	遵：～守
俊	ʧun45	俊：英～
筍	ʃun31	笋：竹～
榫	ʃun31	榫：～头（接合处）
迅	sin31	迅：～速
戌	sy11	戌：戊～变法
恤	ʃut031	恤：体～，抚～
旬	ʃun41	旬：上～
循	ʃun41	循：遵～，～环
巡	ʃun41	巡：～逻，出～
殉	ʃun45	殉：～职，～情
椿	ʧʰuŋ11	椿：～树，香～
朮	ʃut045	朮：白～（中药）
率	ʃut031	率：～领
蟀	ʃut031	蟀：蟋～
準	ʧun31	准：瞄～，～则
准	ʧun31	准：批～，～确
春	ʧʰun11	春：立～
蠢	ʧʰun31	蠢：～才
出	ʧʰut031	出：～入，～发
脣	ʃun41	唇：嘴～[文]
脣	ʃun41	唇：嘴～[训，舷]
順	ʃun31	顺：～利，～风
術	ʃut045	术：技～
述	ʃut045	述：叙～
舜	ʃun45	舜：尧～
純	ʃun41	纯：单～，～粹
醇	ʃun41	醇：酒味～
潤	iun31	润：利～，～色
閏	iun31	闰：～月
均	kiun11	均：平～，～匀
鈞	kiun11	钧：千～一发
菌	kʰun45	菌：细～
勻	iun41	匀：均～
允	iuŋ41	允：～许
尹	i31	尹：姓，～相杰
分	fun11	分：～数，区～[文]
分	pun11	分：给[白]
藏	ʦʰɔŋ41	藏：隐～
藏	ʦʰɔŋ31	藏：西～，～族
臟	tʰɔŋ31	脏：内～
鑿	ʦʰɔk045	凿：用凿子凿
昨	ʦʰɔk031	昨：昨天
桑	sɔŋ11	桑：～叶
喪	sɔŋ31	丧：婚～，～事
嗓	sɔŋ11	嗓：金～子
喪	sɔŋ45	丧：～失
索	sɔk031	索：绳子，线～
岡	kɔŋ11	冈：井～山（地名）
剛	kɔŋ11	刚：～才，～好
綱	kɔŋ11	纲：～常，大～
鋼	kɔŋ45	钢：炼～，～笔
缸	kɔŋ11	缸：水～
杠	kɔŋ45	杠：高低～
各	kɔk031	各：～人
閣	kɔk031	阁：～楼；～下
擱	kɔk031	搁：耽～
康	kʰɔŋ11	康：健～
糠	kʰɔŋ11	糠：谷～
抗	kʰɔŋ45	抗：反～，～战
昂	ŋɔŋ11	昂：～首挺胸，气～～
鰐	ŋɔk031	鳄：～鱼
行	hɔŋ41	行：银～
航	hɔŋ41	航：～行，～线
杭	hɔŋ41	杭：～州
鶴	hɔk045	鹤：仙～
惡	ɔk031	恶：善～，～霸
娘	ɲiɔŋ41	娘：姑～
釀	ɲiɔŋ31	酿：～豆腐[训]
良	liɔŋ41	良：～好，优～
凉	liɔŋ41	凉：天～
量	liɔŋ41	量：衡～，～尺寸
糧	liɔŋ41	粮：～食
樑	liɔŋ41	梁：姓；～山（地名）
粱	liɔŋ41	粱：高～，黄～美梦
兩	liɔŋ31	两：～个
兩	liɔŋ11	两：半斤八～
亮	liɔŋ31	亮：明～
諒	liɔŋ31	谅：原～，～解
輛	liɔŋ41	辆：车～，两～
量	liɔŋ31	量：数～
略	liɔk045	略：省～
掠	liɔk045	掠：～夺
將	ʦiɔŋ11	将：～来；～军
漿	ʦiɔŋ11	浆：豆～，～糊
蔣	ʦiɔŋ31	蒋：姓，～介石
獎	ʦiɔŋ31	奖：～金，得～
槳	ʦiɔŋ31	桨：船～
醬	ʦiɔŋ45	酱：沙茶～，辣椒～
將	ʦiɔŋ45	将：大～，～士
爵	ʦiɔk031	爵：官～，～位
雀	ʦiɔk031	雀：麻～，～斑
槍	ʦʰiɔŋ11	枪：手～
搶	ʦʰiɔŋ31	抢：～劫
鵲	siak031	鹊：喜～，鸦～
牆	ʦʰiɔŋ41	墙：～壁
匠	siɔŋ31	匠：木～
嚼	ʦiɔk031	嚼：咀～，～碎
相	siɔŋ11	相：互～，～打（打架）
箱	siɔŋ11	箱：皮～
湘	siɔŋ11	湘：湖南简称，～江
襄	siɔŋ11	襄：～阳（地名）
鑲	siɔŋ11	镶：～牙
想	siɔŋ31	想：～法，思～
相	siɔŋ45	相：宰～，看～，～貌
削	siɔk031	削：～皮，剥～
詳	ʦʰiɔŋ41	详：～细
祥	ʦʰiɔŋ41	祥：慈～，吉～
象	siɔŋ45	象：气～
象	siɔŋ31	象：大～
象	siɔŋ45	象：印～，想～
像	ʦʰiɔŋ45	像：好～，相～
像	siɔŋ45	像：头～，～章
粉	fun31	粉：～笔，面～[文]
粉	pʰun31	粉：～松[白]
糞	pun45	粪：粪便
奮	fun31	奋：～斗
芬	fun11	芬：～芳
紛	fun11	纷：纠～
彿	fut031	佛：仿～
焚	fun41	焚：～烧
墳	fun41	坟：～墓，上～
憤	fun31	愤：气～，～怒
忿	fun31	忿：～～不平
份	fun31	份：～量
佛	fut045	佛：拜～
文	vun41	文：～章，论～
紋	vun41	纹：花～
蚊	mun11	蚊：～香
聞	vun41	闻：新～
吻	vun41	吻：接～
刎	vun41	刎：自～
問	mun45	问：～题
物	vut031	物：～理[文]
勿	fut031	勿：非礼～视
君	kiun11	君：～子
軍	kiun11	军：～队，参～
屈	kiut031	屈：委～，～服[文]
屈	vut031	屈：委屈，～气[白]
羣	kʰiun41	群：～众
裙	kʰiun41	裙：裙子
郡	kiun11	郡：～主
掘	kiut031	掘：挖～
倔	kiut031	倔：～强
熏	ʃun11	熏：～陶，烟～人[文]
熏	kʰuk045	熏：烟～人,～蚊[白]
勳	ʃun11	勋：～章
薰	ʃun11	薰：～衣草
葷	fun11	荤：～素
訓	ʃun45	训：教～，～人
熨	tʰɔŋ45	熨：～斗[训]
云	iun41	云：古人～
雲	iun41	云：乌～
韻	iun31	韵：押～，～律
運	iun31	运：～气，好～
暈	fun41	晕：～车，头～[训]
幫	pɔŋ11	帮：～忙
榜	pɔŋ31	榜：～样
博	pɔk031	博：～士，广～
泊	pʰak031	泊：梁山～
旁	pʰɔŋ41	旁：～边
螃	pʰɔŋ41	螃：～蟹
傍	pʰɔŋ41	傍：～晚
傍	pɔŋ31	傍：～菜（以菜送饭）
薄	pʰɔk045	薄：不厚，～弱
泊	pʰak031	泊：停～，淡～
忙	mɔŋ41	忙：农～，～碌
芒	mɔŋ41	芒：～种[节气]
茫	mɔŋ41	茫：白～～，～然
莽	maŋ11	莽：鲁～
蟒	maŋ11	蟒：～蛇
莫	mɔk045	莫：不要，～非
膜	mɔk031	膜：薄～
幕	mɔk031	幕：报～，～布
寞	mɔk031	寞：寂～
摸	mɔu11	摸：偷偷～～[文]
摸	mia11	摸：～来～去[白]
當	tɔŋ11	当：～时，应～，～官
襠	tɔŋ45	裆：裤～
襠	nɔŋ45	裆：裤～[白]
黨	tɔŋ31	党：入～，～员
擋	tɔŋ31	挡：阻～，～风
檔	tɔŋ31	档：～案
湯	tʰɔŋ11	汤：煮～；姓
躺	tʰɔŋ31	躺：平～
燙	tʰɔŋ11	烫：～手
託	tʰɔk031	托：～词，推～
托	tɔk031	托：手承物，～盘
堂	tʰɔŋ41	堂：～兄，拜～，课～
唐	tʰɔŋ41	唐：～朝；姓
糖	tʰɔŋ41	糖：白～
蕩	tʰɔŋ31	荡：放～，扫～
盪	tʰɔŋ11	荡：过水，～嘴，～碗[白]
鐸	tʰɔk031	铎：木铎；人名用字，郑振～
度	tʰu31	度：思～
囊	nɔŋ41	囊：背～
諾	nɔk031	诺：承～，～言
郞	lɔŋ41	郎：新～；姓，～平
朗	lɔŋ31	朗：～诵，明～
浪	lɔŋ31	浪：风～，～费
落	lɔk045	落：下落
烙	lɔk045	烙：～印
駱	lɔk045	骆：～驼
洛	lɔk045	洛：～阳（地名）
絡	lɔk045	络：联～
樂	lɔk045	乐：～观，快～
贓	ʦɔŋ11	赃：～款，贪～枉法
髒	ʦɔŋ45	脏：肮～
葬	ʦɔŋ45	葬：埋～，落～
作	ʦɔk031	作：工～，种～
倉	ʦʰɔŋ11	仓：～库
蒼	ʦʰɔŋ11	苍：～白
錯	ʦʰɔu45	错：～开，～杂
橡	siɔŋ31	橡：～胶，～树
張	ʦɔŋ11	张：紧～；姓；装东西
長	ʦɔŋ31	长：生～，省～
漲	ʦɔŋ45	涨：～价，～潮
帳	ʦɔŋ45	帐：蚊～
賬	ʦɔŋ45	账：算～，～簿
脹	ʦɔŋ45	胀：～肚，膨～
着	ʦɔk031	着：～衫（穿衣服）
暢	ʦʰɔŋ31	畅：～快，通～
長	ʦʰɔŋ41	长：～期，～短
腸	ʦʰɔŋ41	肠：猪～，～胃
場	ʦʰɔŋ41	场：排～，～地
丈	ʦʰɔŋ31	丈：三丈
丈	ʦʰɔŋ11	丈：姑～
仗	ʦɔŋ45	仗：打～；炮～（鞭炮）
杖	ʦʰɔŋ31	杖：拐～
着	ʦʰɔk045	着：～火
莊	ʦɔŋ11	庄：～园；姓
裝	ʦɔŋ11	装：假～
妝	ʦɔŋ11	妆：化～
壯	ʦɔŋ45	壮：强～
瘡	ʦʰɔŋ11	疮：痔～
闖	ʦʰɔŋ31	闯：～祸，李～王
創	ʦʰɔŋ45	创：开～，～造
牀	ʦʰɔŋ41	床：眠～
狀	ʦʰɔŋ31	状：告～，～元，～态
霜	sɔŋ11	霜：落～，～降
孀	sɔŋ11	孀：遗～
