#漢字	音標	解釋
齒	ʦʰɿ31	齿：牙～
詩	sɿ11	诗：～人
始	ʦʰɿ31	始：开～，～终
試	sɿ45	试：考～[文]
試	ʦʰɿ45	试：试试[白]
時	sɿ41	时：～间，当～
巿	sɿ45	巿：～场，城～
恃	sɿ45	恃：～才傲物，有～无恐
侍	sɿ31	侍：服～，～卫
而	lu41	而：～且，反～
耳	ɲi31	耳：耳朵，中～炎
基	ki11	基：～本，地～
箕	ki11	箕：畚～
己	ki31	己：自～
紀	ki45	纪：～律
記	ki45	记：笔～，～号
欺	kʰi11	欺：～负
起	kʰi31	起
杞	ki45	杞：枸～
其	kʰi41	其：～他，～实
棋	kʰi41	棋：围～，捉～（下棋）
期	kʰi41	期：日～
旗	kʰi41	旗：红～
忌	ki45	忌：禁～，～讳，～日[文]
疑	ɲi41	疑：怀～
擬	ɲi41	拟：模～，～人
煕	ki11	熙：康～
喜	kʰi31	喜：～欢
嘻	kʰi31	嘻：～皮笑脸
醫	i11	医：～生
意	i45	意：～思
怡	i41	怡：心旷神～；人名用字
已	ki45	已：～经
以	i45	以：可～，～为
異	i31	异：～同
幾	ki11	几：～乎
機	ki11	机：～会，飞～
譏	ki11	讥：～笑
饑	ki11	饥：～荒
幾	ki31	几：～只
幾	ki11	几：～何
旣	ki45	既：～然
豈	kʰi31	岂：～有此理
氣	kʰi45	气：～人，空～
汽	kʰi45	汽：～水，～车
毅	ŋɛi31	毅：～力
希	sɿ11	希：～望
稀	sɿ11	稀：～少
衣	i11	衣：外～；花生皮
依	i11	依：～靠
累	lui11	累：积～
累	lui45	累：连～
嘴	ʧui31	嘴：嘴巴[文]
嘴	ʦɔi45	嘴：嘴巴[白，训]
髓	sɔi31	髓：骨～
隨	ʧʰui41	随：～时，～便
吹	ʧʰui11	吹：～牛皮，～喇叭
炊	ʧʰui11	炊：野～
垂	ʃui41	垂：下～，～头丧气
睡	sɔi31	睡：睡觉
瑞	ʃui45	瑞：～金；董存～
蕊	iui45	蕊：花～
規	kui11	规：～定，圆～
詭	kui31	诡：～计多端
虧	kʰui11	亏：食～（吃亏）
跪	kʰui31	跪：下～
危	ŋui41	危：～险，安～
僞	vui31	伪：虚～
毀	fui45	毁：～灭
萎	vui11	萎：枯～
委	vui11	委：～托，常～
爲	vui41	为：作～，行～，～人
爲	vui41	为：～什么
壘	lui11	垒：堡～，～球
類	lui31	类：分～
淚	lui31	泪：眼～
醉	ʧui45	醉：～酒
翠	ʧʰui45	翠：翡～
悴	ʧʰui45	悴：憔～
雖	ʃui11	虽：～然
粹	ʃui45	粹：纯～
遂	ʃui45	遂：杀人未～
隧	ʃui45	隧：～道
穗	fui31	穗：谷～
追	ʧui11	追：～求[文]
追	tiak045	追：追赶，赶走[白]
槌	ʧʰui41	槌：木～[名]；[动]
錘	ʧʰui41	锤：铁～[名]；[动]
墜	ʧʰui41	坠：下～，玉～[文]
墜	tuk031	坠：目～～[白]
衰	sɔi11	衰：～弱，～老[文]
衰	sɔi11	衰：运气不好[白]
摔	tiɛt031	摔：～跤
帥	sɔi45	帅：元～
錐	ʧui11	锥：圆～
水	ʃui31	水：～果，～平
誰	ʃui41	谁：疑问代词
龜	kui11	龟：乌～
軌	kui31	轨：铁～
癸	kʰui41	癸：天干
愧	kʰui45	愧：惭～
季	kui45	季：四～，～节
葵	kʰui41	葵：向日～，～花籽
櫃	kʰui31	柜：～台
位	vui31	位：座～，～置
維	vui41	维：～生素，～持，纤～
遺	vui41	遗：～失，～憾
非	fui11	非：是～，～常
飛	fui11	飞：～机；人名，张～[文]
匪	fui11	匪：土～
痱	pui45	痱：痱子，热～
妃	fui11	妃：贵～
費	fui45	费：～用，浪～
肥	fui41	肥：化～，～肉
翡	fui11	翡：～翠
微	vui41	微：稍～
尾	mui11	尾：尾巴
未	vui31	未：～来；地支
味	mui31	味：～道，～精
歸	kui11	归：回～，～类
鬼	kui31	鬼：鬼神
貴	kui45	贵：～重
魏	fai41	魏：～国；姓
揮	fui11	挥：指～
輝	fui11	辉：光～，～煌
威	vui11	威：～风，～胁
畏	vui45	畏：不喜欢；怕，～热
慰	iui45	慰：安～，～问
圍	vui41	围：包～，～墙
偉	vui45	伟：～大
胃	vui31	胃：肠～
彙	fui31	汇：词～
褒	pɔu11	褒：～奖，～义词
保	pɔu31	保：～护
報	pɔu45	报：～告，日～
袍	pʰau41	袍：长～，袄～
暴	pʰau31	暴：～雨，残～
毛	mɔu11	毛：～病，鸡～
冒	mau31	冒：～充，感～
刀	tɔu11	刀：菜～
島	tɔu31	岛：海南～
到	tɔu45	到：～站
倒	tɔu31	倒：～水，～退
滔	tʰau11	滔：～～不绝，波浪～天
討	tʰɔu31	讨：～老婆，～厌
套	tʰɔu45	套：配～，～房
桃	tʰɔu41	桃：杨～，～花
陶	tʰɔu41	陶：～瓷；姓
濤	tʰau11	涛：波～
道	tʰɔu31	道：～理
稻	tʰau11	稻：水～
盜	tʰɔu31	盗：强～，～窃
導	tʰɔu45	导：领～，～师
腦	nɔu31	脑：猪～，～屎（脑子）
惱	nɔu31	恼：烦～[文]
惱	nau11	恼：讨厌，不喜欢[白]
勞	lɔu41	劳：～动
撈	lau11	捞：打～局[文]
撈	lɛu41	捞：～起来[白]
牢	lɔu41	牢：～房，坐～
老	lɔu31	老：～爷，～实
澇	lɔu41	涝：洪～，旱～
遭	ʦɔu11	遭：～遇，～殃
早	ʦɔu31	早：还～
棗	ʦɔu31	枣：红～
躁	ʦʰau45	躁：烦～，暴～
竈	ʦɔu45	灶：～头，～神
操	ʦʰau11	操：做～，～作
草	ʦʰɔu31	草：青～，～稿
糙	ʦʰɔu45	糙：～米，粗～
曹	ʦʰɔu41	曹：姓
造	ʦʰɔu31	造：创～
騷	sau11	骚：风～，离～
臊	sɔu11	臊：臭～
掃	sɔu45	扫：～地[动]
嫂	sɔu31	嫂：大～
掃	sɔu45	扫：～把[名]
髙	kɔu11	高：姓；～低
膏	kau11	膏：牙～；狗皮～药
篙	kɔu11	篙：竹～
糕	kau11	糕：蛋～，糟～
稿	kɔu31	稿：草～，～纸
吿	kɔu45	告：报～，～状
考	kʰau31	考：～试，大～
靠	kʰau45	靠：依～，可～
熬	ŋau41	熬：～汤，～夜
傲	ŋau31	傲：骄～
好	hɔu31	好：～人，爱~
好	hau45	好：喜欢
耗	hɔu45	耗：消～
豪	hau41	豪：～华，～猪
毫	hau41	毫：～米
浩	hau11	浩：～～荡荡；人名用字
號	hɔu31	号：～码，口～[名]
襖	ɔu31	袄：棉～，～袍
奧	au45	奥：～妙，～运会
澳	ɔu45	澳：～门
包	pau11	包：钱～，～围
飽	pau31	饱：食～（吃饱）
豹	pau45	豹：动物，～虎
爆	pʰau45	爆：～炸
泡	pʰau45	泡：灯～；泡沫（多～）
泡	pʰiau45	泡：起～[训，瘭]
拋	pʰau31	抛：～弃
炮	pʰau45	炮：枪～
泡	pʰau45	泡：～茶
跑	pʰau11	跑：～步
刨	pʰau41	刨：～地，～花板
茅	mau41	茅：～庐
貓	miau45	猫：大～
錨	miau41	锚：抛～
卯	mau11	卯：地支，子丑寅卯
貌	mau31	貌：礼～
鬧	nau31	闹：～热，～事
罩	ʦau45	罩：灯～，床～
抓	ʦa11	抓：～紧
爪	ʦau31	爪：鸡～
找	ʦau31	找：～钱，查～
笊	ʦau45	笊：～捞（笊篱）
抄	ʦʰau11	抄：～书
鈔	ʦʰau11	钞：～票
炒	ʦʰau31	炒：～股，～菜
吵	ʦʰau45	吵：～人，争～
巢	ʦʰau45	巢：雀～
梢	siau11	梢：树～
稍	sau45	稍：～等；～息
哨	sau45	哨：口～
交	kau11	交：～通，～钱[文]
交	kʰau11	交：交叉，～脚（翘二郎腿）[白]
郊	kau11	郊：～区
敎	kau11	教：～书
絞	kau31	绞：～刑，～肉机
狡	kau31	狡：～猾
鉸	kau11	铰：～剪
攪	kau31	搅：搅拌
搞	kau31	搞：～活动
敎	kau45	教：～育，～师
校	kau31	校：～对
校	kau45	校：调校
較	kau31	较：比～[文]
較	kau45	较：交换[白]
酵	hau45	酵：发～，～母片
窖	kau45	窖：地～，番薯～
覺	kau45	觉：睡～
敲	kʰau45	敲：～锣打鼓
巧	kʰau31	巧：～合
咬	ŋau11	咬：～人
孝	hau45	孝：～顺
哮	hau45	哮：～喘
肴	ŋau41	肴：美味佳～
淆	ŋau41	淆：混～
效	hau31	效：～果
校	kau31	校：学～，～长，上～
凹	au45	凹：～面镜
坳	au45	坳：山～，～背
臕	pʰiau11	膘：肥～
標	piau11	标：～准，～志，招～
表	piau31	表：图～，～扬
錶	piau11	表：手～
飄	pʰiau11	飘：～扬
漂	pʰiau11	漂：～流
漂	pʰiau45	漂：～白，～亮
票	pʰiau45	票：车～
瓢	pʰiau41	瓢：勺子
嫖	pʰiau41	嫖：～娼
鰾	pʰiau45	鳔：鱼～
苗	miau41	苗：鱼～，～族
描	miau41	描：～写
藐	mau31	藐：～视
渺	miau31	渺：～小，～茫
秒	miau11	秒：～针
廟	miau31	庙：和尚～
妙	miau31	妙：～计
療	liau41	疗：治～，～养
焦	ʦiau11	焦：姓
蕉	ʦiau11	蕉：米～；～岭（地名）
椒	ʦiau11	椒：胡～
剿	ʦiau31	剿：围～，～匪
悄	ʦʰiau45	悄：静～～
俏	ʦʰiau45	俏：俊～
消	siau11	消：～化
宵	siau11	宵：元～，夜～
小	siau31	小：～姐，～人
笑	siau45	笑：～话，玩～
肖	siau11	肖：姓
肖	siau45	肖：生～
鞘	siau45	鞘：刀～
朝	ʦau11	朝：～晨，三～
超	ʦʰau11	超：～过
朝	ʦʰau41	朝：～代
潮	ʦʰau41	潮：～湿，涨～
趙	ʦʰau31	赵：姓
兆	ʦʰau31	兆：预～；人名用字
召	ʦau31	召：号～，～集
昭	ʦau11	昭：王～君
招	ʦau11	招：～生
沼	ʦau11	沼：～气
照	ʦau45	照：～明，～顾
詔	ʦau11	诏：～书；～安（地名）
燒	sau11	烧：～水，发～
少	sau31	少：～数，多～
少	sau45	少：～年，～爷
韶	sau41	韶：～关（地名）
紹	sau41	绍：介～；～兴（地名）
邵	ʦau11	邵：姓
饒	ɲiau41	饶：～命，求～
擾	iau31	扰：打～，～乱
繞	ɲiau41	绕：围～，～线
驕	kiau11	骄：～傲
嬌	kiau11	娇：～气，做～（撒娇）
矯	kiau11	矫：～正
喬	kʰiau41	乔：姓
僑	kʰiau41	侨：华～
橋	kʰiau41	桥：大～
蕎	kʰiau41	荞：～麦
轎	kʰiau31	轿：坐～，扛～
翹	kʰiau41	翘：银～片
翹	kʰiau45	翘：～起来
囂	sau11	嚣：～张
夭	iau11	夭：～折
妖	iau11	妖：～怪
邀	iau11	邀：～请
腰	iau11	腰：猪～
要	iau11	要：～求
要	iau45	要：重～
搖	iau41	摇：动～，～篮
姚	iau41	姚：姓，～明
舀	iau31	舀：～水
耀	iau31	耀：～眼，荣～
鷂	iau31	鹞：纸～（风筝）；～婆（老鹰）
刁	tiau11	刁：～钻，嘴～
貂	ʦau11	貂：～婵，～皮
雕	tiau11	雕：木～，～刻
鳥	ɲiau31	鸟：花～市场[文]
鳥	tiau11	鸟：～笼[白]
鳥	tiau31	鸟：骂人话，交合[白]
釣	tiau45	钓：～鱼
吊	tiau45	吊：上～，～车
挑	tʰiau11	挑：～剔，～担
跳	tʰiau45	跳：～高，起～
糶	tʰiau45	粜：～米（卖米）
條	tʰiau41	条：～件，字～
調	tʰiau41	调：～和，～整
掉	tʰiau31	掉：～头，～队
調	tʰiau31	调：音～
調	tʰiau31	调：～动，～走
尿	ɲiau31	尿：屙～
聊	liau41	聊：无～，～天
遼	liau41	辽：～宁，～国
撩	liau41	撩：～起来
撩	liau41	撩：～人
寥	liau41	寥：～～无几
了	liau31	了：～结；明～，～解
料	liau31	料：肥～，材～
簫	siau11	箫：吹～
澆	ɲiau41	浇：～水
繳	kiau31	缴：～枪，～费
僥	sau11	侥：～幸
叫	kiau45	叫：大～；小孩哭
竅	kʰiau45	窍：～门
堯	ɲiau41	尧：～舜禹
曉	sau31	晓：春～，～得
么	iau11	么：～二三
吆	iau11	吆：～喝
剖	pʰɛu31	剖：解～
某	mɛu11	某：～人
畝	mɛu11	亩：一～田
牡	mɛu31	牡：～丹
母	mu11	母：父～
拇	mu11	拇：～指
茂	mɛu31	茂：～盛；～名（地名）
貿	mɛu31	贸：外～，～易
兜	tɛu11	兜：～风
斗	tɛu31	斗：十升为一斗
抖	tɛu31	抖：发～
陡	tɛu31	陡：斜度大，～峭
鬥	tɛu45	斗：～争，批～
偸	tʰɛu11	偷：小～
㪗	tʰɛu31	敨：～气（呼吸）
透	tʰɛu45	透：～明
頭	tʰɛu41	头：开～
投	tʰɛu41	投：～降
豆	tʰɛu31	豆：黄～
逗	tʰɛu45	逗：～留，～号
樓	lɛu41	楼：～下
摟	lɛu31	搂：搂抱
漏	lɛu31	漏：～水，～斗
陋	lɛu31	陋：简～
走	ʦɛu31	走：行走
奏	ʦɛu45	奏：节～
湊	ʦʰɛu45	凑：～数，～热闹
嗽	sɛu45	嗽：咳～
勾	kɛu11	勾：～心斗角，～引
狗	kɛu31	狗
夠	kɛu45	够：足～
構	kɛu45	构：结～，～造
購	kɛu45	购：采～，收～
勾	kɛu11	勾：～当
口	kʰɛu31	口：～头，开～
口	hɛu31	口：一～饭
叩	kʰɛu45	叩：～头
扣	kʰɛu45	扣：～钱，～压
藕	ŋɛu31	藕：～断丝连，莲～
偶	ŋɛu31	偶：配～，～然
侯	hɛu41	侯：姓；诸侯
後	hɛu31	后：～生，～来[文]
後	hɛu11	后：～日[白]
后	hɛu31	后：皇～
厚	hɛu31	厚：忠～
候	hɛu31	候：～车室，等～
歐	ɛu11	欧：～洲；姓
區	ɛu11	区：姓
嘔	ɛu31	呕：～吐
毆	ɛu11	殴：～打
漚	ɛu45	沤：久浸水中，～坏，～肥
慪	ɛu45	怄：～气
否	fɛu31	否：是～，～定
富	fu45	富：丰～，～贵
浮	fɛu41	浮：轻～，～力；云～（地名）
浮	pʰɔu41	浮：～起来[白]
負	fu31	负：～责，～担
婦	fu31	妇：～女[文]
婦	pu11	妇：新～（儿媳）[白]
婦	fu11	妇：～娘[白]
復	fuk031	复：反～
謀	mɛu41	谋：计～，～财害命
矛	mau41	矛：～盾
紐	nɛu31	纽：纽扣；～约（地名）
扭	ɲiu31	扭：～面帕，～动
流	liu41	流：河～[文]
流	liu41	流：～汗[白]
劉	liu41	刘：姓
留	liu41	留：～级，停～
柳	liu45	柳：～树
溜	liu11	溜：～走
溜	liu45	溜：～滑梯
餾	liu41	馏：蒸～水，～粄
廖	liau31	廖：姓
酒	ʦiu31	酒：～精
秋	ʦʰiu11	秋：～天；～千
就	ʦʰiu31	就：成～，～去
修	siu11	修：装～，～正
羞	siu11	羞：～愧
秀	siu45	秀：清～，～才
繡	siu45	绣：～花
宿	ʃuk031	宿：星～
銹	siu45	锈：铁～
囚	siu41	囚：～犯
袖	ʦʰiu31	袖：领～，衫～（衣袖）
肘	ʦiu31	肘：手～
晝	ʦiu45	昼：上～，～夜
抽	ʦʰiu11	抽：～出
丑	ʦʰiu31	丑：地支，子丑寅卯
綢	ʦʰiu41	绸：～缎，丝～
稠	ʦʰiu41	稠：～密
籌	ʦʰiu41	筹：～码，～备
紂	ʦiu45	纣：商～王
宙	ʦʰiu45	宙：宇～
鄒	ʦɛu11	邹：姓，～家华
皺	ʦiu45	皱：～纹
愁	sɛu41	愁：～眉苦脸
驟	ʦʰɛu31	骤：步～
搜	sɛu11	搜：～查
餿	sɛu11	馊：饭馊了，臭～
蒐	sɛu11	搜：～集
瘦	sɛu45	瘦：肥瘦
周	ʦiu11	周：姓；～围，～年
舟	ʦiu11	舟：～山
州	ʦiu11	州：广～
洲	ʦiu11	洲：亚～
帚	ʦiu31	帚：扫～
咒	ʦiu45	咒：～人
醜	ʦʰiu31	丑：出～[文]
醜	sɛn41	丑：长得丑[白]
臭	ʦʰiu45	臭：～味
收	siu11	收：丰～，～集
手	siu31	手：～脚，～段
首	siu31	首：～先
守	siu31	守：看～所，保～
獸	ʦʰiu45	兽：野～
仇	siu41	仇：～人，报～
酬	ʦʰiu41	酬：应～，～谢
受	siu31	受：接～
壽	siu31	寿：长～
授	siu31	授：教～
售	ʦʰiu41	售：～货，出～
柔	iu41	柔：温～，～和
揉	nɔu41	揉：～烂
鳩	kɛu11	鸠：斑～
鬮	kɛu11	阄：拈～（抓阄）
糾	kɛu11	纠：～缠
九	kiu31	九：数字，～龙
久	kiu31	久：长～
韭	kiu31	韭：～菜
灸	kiu45	灸：针～
救	kiu45	救：～命
究	kiu45	究：～竟，研～
丘	kʰiu11	丘：一～田
丘	kʰiu11	丘：姓
求	kʰiu41	求：要～
球	kʰiu41	球：足～
仇	ʦʰiu41	仇：姓
臼	kʰiu31	臼：石～，脱～
舅	kʰiu31	舅：～公
舊	kʰiu31	旧：新～
柩	kʰui31	柩：灵～
牛	ŋɛu41	牛：～牯
休	siu11	休：～息，退～
朽	siu45	朽：腐～，永垂不～
嗅	ʦʰiu45	嗅：～觉
憂	iu41	忧：～虑，担～
優	iu41	优：～秀
郵	iu41	邮：～票，～电局
有	iu11	有：～钱
友	iu45	友：朋～，～谊
又	iu31	又：～来
右	iu31	右：左～
由	iu41	由：～于，理～
油	iu41	油：麻～
遊	iu41	游：～泳，旅～
猶	iu41	犹：～豫
悠	iu41	悠：～闲，历史～久
酉	iu11	酉：地支，申酉戌亥
誘	iu45	诱：～惑，引～
柚	iu41	柚：沙田～
彪	pʰiau11	彪：林～
謬	miau31	谬：～论，荒～
丟	tiu11	丢：～失
糾	kɛu45	纠：～正
幽	iu41	幽：～默
幼	iu45	幼：细小，～稚
耽	taŋ11	耽：～误
答	tak031	答：回～
搭	tak031	搭：～车；衣服搭在肩上
貪	tʰaŋ11	贪：～心
探	tʰaŋ45	探：试～
踏	tʰak045	踏：脚～
潭	tʰaŋ41	潭：深～
譚	tʰaŋ41	谭：姓，～嗣同
沓	tʰɛt045	沓：一～纸
南	naŋ41	南：东南西北
男	naŋ41	男：男女
納	nak045	纳：归～
拉	la11	拉：拖～
簪	ʦan11	簪：绾住发髻的条状物
參	ʦʰaŋ11	参：～军，～加
慘	ʦʰaŋ31	惨：悲～
蠶	ʦʰaŋ41	蚕：～丝
雜	ʦʰak045	杂：复～
感	kaŋ31	感：～谢，～动
蛤	kak031	蛤：花～；～蚧
鴿	kak031	鸽：白～
堪	kʰaŋ11	堪：难～，不～
坎	kʰaŋ11	坎：～坷
砍	kʰan31	砍：～伤
勘	kʰaŋ45	勘：～误，～探
含	haŋ41	含：包～[文]
含	hɛn41	含：～糖[白]
函	haŋ41	函：～授，信～
撼	kaŋ31	撼：震～
憾	han31	憾：遗～
合	hak045	合：～作，～适[文]
合	kʰak031	合：～本，～伙[白]
盒	hak045	盒：铁～
庵	aŋ11	庵：尼姑～
揞	ɛn11	揞：手覆，揞住
揞	iaŋ31	揞：把粉末撒在表面
暗	aŋ45	暗：不亮
擔	taŋ11	担：～任[动]
擔	taŋ11	担：～竿[名]
膽	taŋ31	胆：大～
擔	taŋ11	担：挑～[名]；一～水[量]
毯	tʰan31	毯：毛～
塔	tʰak031	塔：宝～
塌	tʰak031	塌：倒～
談	tʰaŋ41	谈：会～，～论
痰	tʰaŋ41	痰：吐～
淡	tʰaŋ31	淡：～水（地名）
淡	tʰaŋ11	淡：咸～；浓～
藍	laŋ41	蓝：～色；姓
籃	laŋ41	篮：菜～
覽	laŋ45	览：展～，阅～室
攬	laŋ45	揽：包～[文]
攬	laŋ31	揽：抱[白]
欖	laŋ31	榄：橄～，乌～
濫	laŋ45	滥：泛～
纜	laŋ31	缆：～车
臘	lak045	腊：～肉，～肠
蠟	lak045	蜡：～烛
慚	ʦʰan41	惭：～愧
暫	ʦʰiaŋ31	暂：～时
三	saŋ11	三：～国
甘	kaŋ11	甘：甜；～心
柑	kaŋ11	柑
敢	kaŋ31	敢：勇～
橄	kaŋ31	橄：～榄
磕	kʰɛu45	磕：～头
蚶	kaŋ11	蚶：软体动物，血～
憨	han31	憨：～厚
喊	haŋ45	喊：叫[文]
喊	haŋ45	喊：叫[白]
站	ʦan31	站：站立
賺	ʦʰan31	赚：～钱
站	ʦaŋ31	站：车～
斬	ʦaŋ31	斩：白～鸡
蘸	ʦiaŋ31	蘸：～豉油
插	ʦʰak031	插：～花
閘	ʦʰak045	闸：铁～，跳～
煠	sak045	炸：～番薯（水煮地瓜）
杉	sa11	杉：～树
尷	kaŋ11	尴：～尬
減	kaŋ31	减：加～
鹻	kan31	碱：酸～，～性
鹻	kan31	碱：纯～
夾	kiak045	夹：夹子；～心饼干
裌	kiak045	夹：～袄，～衣
恰	kʰak031	恰：～切，～当
咸	haŋ41	咸：～丰皇帝
鹹	haŋ41	咸：～淡
陷	haŋ31	陷：～害，～井
掐	nak045	掐：～颈（掐脖子）
餡	haŋ31	馅：～饼
狹	kʰiak045	狭：～窄[文]
狹	kʰiak045	狭：空间小[白]
峽	kʰiak045	峡：三～（地名）
洽	kʰak031	洽：～谈会，融～
攙	ʦʰan41	搀：～扶，～腰
衫	saŋ11	衫：衬～，～裤（衣服）
監	kaŋ45	监：～狱，～视，～督
鑑	kaŋ45	鉴：～定
監	kaŋ45	监：太～
甲	kak031	甲：天干，甲乙丙丁
胛	kak031	胛：肩～
巖	ŋaŋ41	岩：～石，石灰～
銜	haŋ41	衔：军～；叼在嘴里
艦	kaŋ45	舰：军～
匣	kak031	匣：匣子
鴨	ak031	鸭：鸭子
押	ak031	押：抵～，～送
壓	ak031	压：～力
貶	piɛn31	贬：～值
黏	ɲiaŋ41	黏：～合剂，～起来
聶	ɲiak031	聂：姓，～耳
廉	liaŋ41	廉：清～，～洁
鐮	liaŋ41	镰：镰刀，禾～
簾	liaŋ41	帘：窗～
斂	liaŋ31	敛：收～
殮	liaŋ31	殓：给死者穿衣入棺，～尸
獵	liak045	猎：打～，～人
尖	ʦiaŋ11	尖：～刀
殲	ʦʰiaŋ41	歼：～灭
接	ʦiak031	接：迎～，～待
籤	ʦʰiaŋ11	签：竹～，求～
簽	ʦʰiaŋ11	签：～字，～名
妾	ʦʰiak031	妾：小老婆
潛	ʦʰiaŋ41	潜：～力
漸	ʦʰiaŋ31	渐：逐～
捷	ʦʰiak031	捷：～报，大～，敏～
沾	ʦaŋ11	沾：～光
粘	ʦaŋ11	粘：～贴
占	ʦaŋ45	占：～卜
佔	ʦaŋ45	占：～领，～地方
摺	ʦak031	折：～被，～叠
陝	saŋ31	陕：～西
閃	saŋ31	闪：～开
攝	ɲiak031	摄：～影
蟾	ʦʰan41	蟾：～蜍
涉	sak031	涉：～及
染	ɲiaŋ31	染：污～
染	ɲiaŋ31	染：～色
檢	kiaŋ31	检：～查，体～
臉	liaŋ31	脸：红～白～[文]
鉗	kʰiaŋ41	钳：～工，火～
儉	kʰiaŋ31	俭：勤～
驗	ɲiaŋ31	验：～收，试～
險	saŋ31	险：危～，保～
淹	iaŋ31	淹：～没
閹	iaŋ31	阉：～鸡，～猪
掩	iaŋ31	掩：～护
厭	iaŋ45	厌：讨～
炎	iaŋ41	炎：消～，～热
鹽	iaŋ41	盐
閻	ɲiaŋ41	阎：～罗王；姓
簷	iaŋ41	檐：屋～下
豔	iaŋ31	艳：鲜～，～丽
焰	iaŋ31	焰：火～
葉	iak045	叶：树～；姓
頁	iak045	页：～数
劍	kiaŋ45	剑：宝～
劫	kiak031	劫：抢～
欠	kʰiaŋ45	欠：～钱，拖～
怯	kʰiak031	怯：胆～
嚴	ɲiaŋ41	严：～格；姓
釅	nau41	酽：～茶
業	ɲiak045	业：事～，～余
脅	saŋ41	胁：威～
醃	iaŋ11	腌：腌制
掂	tiaŋ45	掂：～量
點	tiaŋ31	点：～心，～头
店	tiaŋ45	店：开～
跌	tiɛt031	跌：～打
添	tʰiaŋ11	添：～加，～丁
帖	tʰiak031	帖：请～
貼	tʰiak031	贴：补～
貼	tiak031	贴：～纸，～对联[动]
甜	tʰiaŋ41	甜
簟	tat031	簟：竹制品，用以储存粮食
疊	tʰiak045	叠：～起来，折～
碟	tʰiak045	碟：盛具，碟子
牒	tʰiak045	牒：通～，文～
蝶	tʰiak045	蝶：蝴～
諜	tʰiak045	谍：间～
鮎	ɲiaŋ41	鲇：～鱼
拈	ɲiaŋ11	拈：用指头捏取物，～起来
念	ɲiaŋ31	念：～经，怀～
兼	kiaŋ11	兼：～职
挾	kiak031	挟：～菜
謙	kʰiaŋ11	谦：～虚
歉	kʰiaŋ31	歉：道～，～意
嫌	saŋ41	嫌：～弃，～人
協	sak031	协：～会，～作
俠	kiak045	侠：武～
法	fak031	法：方～
泛	faŋ45	泛：广～，～滥[文]
泛	pʰaŋ45	泛：中空，～谷[白]
凡	faŋ41	凡：平～
帆	faŋ41	帆：～船
范	faŋ45	范：姓
範	faŋ45	范：模～，～围
犯	faŋ31	犯：～法[文]
犯	faŋ31	犯：触犯[白]
乏	fat045	乏：缺～
稟	pin31	禀：～报
品	pʰin31	品：～德
賃	lin31	赁：租～
林	lin41	林：树～；姓
淋	lin41	淋：～湿，～菜
臨	lin41	临：～时，面～
立	lit045	立：～足
笠	tit031	笠：～嫲，斗～
粒	lit031	粒：三～，颗～
凜	lin31	凛：威风～～
浸	ʦin45	浸：～水
侵	ʦʰin45	侵：～略
寢	ʦʰin41	寝：就～，～室，废～忘食
緝	ʦʰit045	缉：～私，通～
集	ʦʰit045	集：～合，～体
輯	ʦʰit045	辑：编～
心	sin11	心：～肝，内～
尋	ʦʰin41	寻：～人
習	sit045	习：学～，练～
襲	ʦʰiak031	袭：～击，偷～
沉	ʦʰin41	沉：～底
蟄	ʦʰit045	蛰：惊～
參	ʦʰaŋ11	参：～差不齐
岑	ʦʰin41	岑：姓，～参；～村
森	sɛn41	森：～林
參	sɛn11	参：人～
滲	sɔk031	渗：～水
澀	sɛt031	涩：青～
澀	kiak031	涩：柿子～[训]
針	ʦin11	针：～线，～对
斟	ʦin11	斟：～酒，～酌
枕	ʦin31	枕：～头[名]；～枕头[动]
執	ʦit031	执：～行，～法
汁	ʦit031	汁：菜～，果～
深	ʦʰin11	深：～浅，～入
沈	sin31	沈：姓；地名，～阳
審	sin31	审：～问
嬸	sin31	婶：叔母，大～
濕	sit031	湿：潮～
甚	sin31	甚：～至
十	sit045	十：数字
拾	sit045	拾：收～
壬	in41	壬：天干，庚辛壬癸
任	ɲin31	任：姓；责～，～何
紝	in31	纫：缝～
入	ɲit045	入：～门，进～
今	kin11	今：～日，～年，现～[文]
今	kin11	今：～日，～年[白]
金	kin11	金：～银
禁	kin45	禁：不～
襟	kin45	襟：衣的前幅、交领，连～
錦	kin31	锦：～绣，～旗
禁	kin45	禁：～止
急	kit031	急：心～
級	kit031	级：～别，年～
級	kit031	级：三年～
給	kit031	给：供～，～予
欽	kʰin11	钦：～差，～佩
泣	lit031	泣：～血，哭～
琴	kʰin41	琴：弹～
禽	kʰin41	禽：家～
擒	kʰin41	擒：～拿
及	kʰit045	及：～时
吟	in41	吟：～诗
吸	kit031	吸：呼～，～引
音	in11	音：～乐，声～
陰	in11	阴：～天
飮	ɲin31	饮：～料
蔭	in11	荫：福～，树～
揖	it045	揖：作～
淫	in41	淫：～荡
單	tan11	单：～独
旦	tan45	旦：元～，花～
疸	taŋ31	疸：黄～
攤	tʰan11	摊：分～，～开，摆～
癱	tʰan11	瘫：～痪
坦	tʰan31	坦：～白，～克
炭	tʰan45	炭：烧～
嘆	tʰan45	叹：～气
檀	tʰan41	檀：～香
壇	tʰan41	坛：天～，文～
彈	tʰan41	弹：～琴
誕	tan45	诞：圣～，～生
但	tʰan31	但：～係（但是），不～
彈	tʰan31	弹：子～
蛋	tʰan31	蛋：皮～
達	tʰat045	达：发～，～到
