#漢字	音標	解釋
捱	ŋai31	捱：难～，～苦
鞋	hai31	鞋：布～
解	kai214	解：懂了，理～，了～
蟹	hai214	蟹：老～
矮	ɐi35	矮：高矮
敗	pai31	败：失～
邁	man31	迈：豪～，～步
寨	tsai31	寨：山～，大～
蔽	pei51	蔽：隐～
弊	pei31	弊：作～
幣	pei31	币：人民～
斃	pei31	毙：枪～
例	lɐi31	例：举～，～外
厲	lɐi31	厉：严～，～害
勵	lɐi31	励：鼓～
祭	tsɐi51	祭：～祀
際	tsɐi51	际：国～
滯	tsɐi31	滞：停～，湿～（中医）
制	tsɐi51	制：～度
製	tsɐi51	制：～造
世	sɐi51	世：～界
世	sɐi51	世：出～
勢	sɐi51	势：～力，有权有～
誓	sɐi31	誓：发～
逝	sɐi31	逝：～世
藝	ŋɐi31	艺：～术，文～晚会
蓖	pei55	蓖：～麻
閉	pei51	闭：关～
批	pʰei55	批：～评，大～
批	pʰei55	批：螺丝～
陛	pei31	陛：～下
迷	mei31	迷：入～，～路
米	mai214	米：大米
謎	mɐi31	谜：～语，猜～
低	tɐi55	低：高～
堤	tʰɐi31	堤：河～，～坝
底	tɐi214	底：水～
抵	tɐi214	抵：～押
抵	tɐi214	抵：用手抵挡
帝	tɐi51	帝：皇～
梯	tʰɐi55	梯：楼～
蒂	tɐi51	蒂：花～，并～莲
體	tʰɐi214	体：～育，身～
替	tʰɐi51	替：代～，～身
涕	tʰɐi51	涕：～泪纵横
剃	tʰɐi51	剃：～头
題	tʰɐi31	题：～目，难～
提	tʰɐi31	提：～问，～醒
蹄	tʰɐi51	蹄：马～
啼	tʰɐi51	啼：哭哭～～[文]
啼	tai13	啼：鸡～[白]
弟	tɐi31	弟：兄～[文]
弟	tɐi31	弟：弟弟，老～[白]
第	tɐi31	第：～一，门～
遞	tɐi31	递：传～，邮～员
泥	nɐi31	泥：水～，地～（地板）
犁	lɐi31	犁：耕田用具
黎	lɐi31	黎：～民，～明；姓
禮	lɐi214	礼：～貌
麗	lɐi31	丽：秀～
隸	tɐi31	隶：奴～，～属
擠	tsei55	挤：拥～，～时间
濟	tsɐi51	济：～公，经～
妻	tsɐi55	妻：夫～
砌	tsɐi51	砌：～墙
齊	tsɐi31	齐：～国[文]
齊	tsɐi31	齐：整～，放～，来～[白]
臍	tsei13	脐：肚～，～带
劑	tsɐi55	剂：一～药，药～
西	sɐi55	西：东西南北
棲	tsʰɐi55	栖：两～动物
犀	sei55	犀：～牛
洗	sai214	洗：～菜，～衣机
細	sɛ51	细：粗细，大小
婿	sɐi51	婿：女～
雞	kai55	鸡：～公（公鸡）
稽	kʰɐi55	稽：～查，滑～
計	kei51	计：～算，会～
繼	kei51	继：～续，～承
髻	kei51	髻：发髻；鸡～（鸡冠）
溪	kʰɐi55	溪：～水
啟	kʰɐi35	启：～发
契	kʰei51	契：房～，～约
倪	ŋɐi31	倪：姓，～萍
系	hai31	系：中文～，～统
繫	hai31	系：联～
係	hai31	系：关～[文]
係	hai31	系：是[白]
杯	pui55	杯：茶～
輩	pui51	辈：～分，长～
背	pui51	背：违～，后～
胚	pʰei55	胚：～胎
坯	pʰei55	坯：泥～，毛～房
配	pʰui51	配：分～，搭～
培	pʰui31	培：～训
陪	pʰui31	陪：～同
賠	pui214	赔：～钱
倍	pʰui214	倍：～数
佩	pʰui51	佩：～服
背	pui51	背：～书
焙	pui214	焙：～火
梅	mui31	梅：～花
枚	mui31	枚：两～
媒	mui31	媒：～人
煤	mui31	煤：烧～，～矿
玫	mui31	玫：～瑰
每	mui214	每：～只，～日
莓	mui31	莓：草～
妹	mui55	妹：妹妹，姊～，老～
昧	mei31	昧：愚～，拾金不～
堆	toi55	堆：一～[量]，～放[动]
對	toi51	对：～错；成双成～
碓	toi51	碓：舂米工具，踏～
推	tʰoi55	推：～荐，～动
腿	tʰoi214	腿：～部，火～
退	tʰoi51	退：后～，～步[文]
退	tʰoi51	退：向后退[白]
隊	toi214	队：～伍，排～
內	noi31	内：～行，～外
雷	loi31	雷：打～，～公；姓
累	loi51	累：劳～
催	tsʰoi55	催：～促，～眠
