#漢字	音標	解釋
吠	pʰɔi45	吠：狗～
穢	fi45	秽：淫～，污～
圭	kui24	圭：人名用字；乌拉～
閨	kui24	闺：～房
桂	kui45	桂：～花
奎	kʰui21	奎：人名用字；～宁（药名）
攜	kʰui21	携：～带，提～
惠	fi45	惠：～州，优～
慧	fi45	慧：智～
碑	pi24	碑：石～，～文
卑	pi24	卑：～鄙
彼	pʰi41	彼：～此
臂	pi41	臂：手～，～力
披	pʰi24	披：～肩，～露
譬	pʰi45	譬：～喻，～如
皮	pʰi21	皮：调～，～肤
疲	pʰi21	疲：～劳
脾	pʰi21	脾：～胃，～气
被	pʰi24	被：被子，毛巾～
婢	pʰi24	婢：奴～，～女
被	pʰi24	被：～动，～迫
避	pʰit041	避：逃～
糜	mi21	糜：～烂
彌	mi41	弥：～补，～漫，阿～陀佛
離	li21	离：～別，～开
籬	li21	篱：～笆
璃	li21	璃：玻～
荔	li45	荔：～枝
紫	ʦɿ41	紫：～色
