#漢字	音標	解釋
了	liau31	了：～结；明～，～解
料	liau51	料：肥～，材～
繳	kiau31	缴：～枪，～费
僥	hiau44	侥：～幸
叫	kiau51	叫：大～；小孩哭
竅	kʰiau51	窍：～门
曉	hiau31	晓：春～，～得
剖	pʰiau44	剖：解～
畝	mu44	亩：一～田
母	mu44	母：父～
貿	miau31	贸：外～，～易
兜	teu44	兜：～风
斗	teu31	斗：十升为一斗
鬥	teu51	斗：～争，批～
偸	tʰeu44	偷：小～
透	tʰeu51	透：～明
頭	tʰeu31	头：开～
豆	tʰeu51	豆：黄～
樓	leu25	楼：～下
漏	leu51	漏：～水，～斗
走	tseu31	走：行走
奏	tsʰeu51	奏：节～
湊	tsʰeu51	凑：～数，～热闹
鉤	keu44	钩：鱼～
狗	keu31	狗
夠	keu51	够：足～
摳	kʰaŋ51	抠：挖
口	kʰeu31	口：～头，开～
口	kʰeu31	口：一～饭
扣	kʰeu51	扣：～钱，～压
藕	ŋeu31	藕：～断丝连，莲～
喉	heu25	喉：～咙
後	heu51	后：～生，～来[文]
後	heu51	后：～日[白]
歐	eu44	欧：～洲；姓
嘔	eu31	呕：～吐
漚	eu51	沤：久浸水中，～坏，～肥
否	feu31	否：是～，～定
富	fu51	富：丰～，～贵
謀	miau25	谋：计～，～财害命
紐	neu31	纽：纽扣；～约（地名）
劉	liu25	刘：姓
柳	liu25	柳：～树
酒	tsiu31	酒：～精
秋	tsʰiu44	秋：～天；～千
就	tsʰiu51	就：成～，～去
修	siu44	修：装～，～正
秀	siu51	秀：清～，～才
袖	siu51	袖：领～，衫～（衣袖）
晝	tʃiu51	昼：上～，～夜
抽	tʃʰiu44	抽：～出
綢	tʃʰiu25	绸：～缎，丝～
宙	tiu31	宙：宇～
鄒	tseu44	邹：姓，～家华
皺	tsiu51	皱：～纹
愁	seu25	愁：～眉苦脸
搜	seu44	搜：～查
瘦	seu51	瘦：肥瘦
周	tʃiu44	周：姓；～围，～年
醜	tʃʰiu31	丑：不好看，出～
臭	tʃʰiu51	臭：～味
收	ʃiu44	收：丰～，～集
手	ʃiu23	手：～脚，～段
獸	tʃʰiu51	兽：野～
仇	tʃʰiu25	仇：～人，报～
壽	ʃiu51	寿：长～
九	kiu31	九：数字，～龙
救	kiu51	救：～命
求	kʰiu25	求：要～
舅	kʰiu44	舅：～公
舊	kʰiu51	旧：新～
牛	ȵiu25	牛：～牯
休	hiu44	休：～息，退～
有	jiu44	有：～钱
右	jiu51	右：左～
油	jiu25	油：麻～
丟	tiu44	丢：～失
答	tap055	答：回～
貪	tʰam44	贪：～心
探	tʰam31	探：试～
南	nam25	南：东南西北
納	nap033	纳：归～
